,MRT Name,Latitude,Longitude
0,ESPLANADE MRT STATION,1.2936577245386,103.855081226245
1,PAYA LEBAR MRT STATION,1.31719911972353,103.8923648823
2,DHOBY GHAUT MRT STATION,1.29865522366188,103.846194160829
3,DAKOTA MRT STATION,1.30854798388121,103.889064718377
4,LAVENDER MRT STATION,1.30737781747063,103.862767633888
5,RENJONG LRT STATION,1.38670058991904,103.89062131608
6,DOVER MRT STATION,1.31140529320963,103.778637841909
7,HOUGANG MRT STATION,1.37129226620797,103.892380513029
8,PHOENIX LRT STATION,1.37861545104083,103.757995558346
9,ALJUNIED MRT STATION,1.3164326118157,103.882906044385
10,COVE LRT STATION,1.39928198837342,103.905961941214
11,PASIR RIS MRT STATION,1.37300805046319,103.949265083922
12,ADMIRALTY MRT STATION,1.44058856161847,103.800990519771
13,KEMBANGAN MRT STATION,1.3210381335934,103.912947930851
14,PUNGGOL POINT LRT STATION,1.41684852031206,103.906650789313
15,MARSILING MRT STATION,1.43252114855026,103.774074641403
16,COMPASSVALE LRT STATION,1.39449304450373,103.900492450944
17,KHATIB MRT STATION,1.41738337009565,103.832979908243
18,LAYAR LRT STATION,1.39207983659997,103.880029600546
19,TAMPINES WEST MRT STATION,1.3456336579777,103.938492495285
20,TAMPINES MRT STATION,1.34551530560119,103.938436971222
21,TAMPINES EAST MRT STATION,1.35619148271544,103.9546344625
22,TAI SENG MRT STATION,1.33514564170352,103.888336109832
23,SUMANG LRT STATION,1.40845241943079,103.898558450395
24,SUB STATION,1.36988088877856,103.994191774835
25,STEVENS MRT STATION,1.32006555750626,103.826024401924
26,STADIUM MRT STATION,1.3028124684707,103.875337711089
27,SIXTH AVENUE MRT STATION,1.33085764536226,103.796906838288
28,SOUTH VIEW LRT STATION,1.38029828742399,103.745291799824
29,SOO TECK LRT STATION,1.40532331860455,103.897290522033
30,SOMERSET MRT STATION,1.30026416739006,103.839085753124
31,SIMEI MRT STATION,1.34319707851829,103.953377214378
32,SERANGOON MRT STATION,1.35063361526525,103.872771660431
33,SERANGOON MRT STATION,1.35063361526525,103.872771660431
34,SENGKANG MRT STATION,1.39169462601522,103.895484694279
35,BRADDELL MRT STATION,1.3404690010277,103.846799083148
36,NOVENA MRT STATION,1.32044079120154,103.843825618748
37,FARRER PARK MRT STATION,1.31314029963164,103.854754721344
38,BEDOK MRT STATION,1.32040148729112,103.957183823478
39,REDHILL MRT STATION,1.28963453412887,103.81674097205
40,CHANGI AIRPORT MRT STATION,1.35747897447692,103.98788356959
41,CORAL EDGE LRT STATION,1.39390922863313,103.912580845515
42,CLEMENTI MRT STATION,1.31511625277378,103.765191452888
