,Description,Lat,Lon,RackType,RackCount,ShelterIndicator,geometry,within
13528,ANG MO KIO AVENUE 6 BLOCK 636_YB,1.381177523789661,103.84320286989272,Yellow Box,10,Y,POINT (103.84320286989272 1.381177523789661),YIO CHU KANG
13529,ANG MO KIO AVENUE 6 BLOCK 640_YB,1.3800965665205285,103.8437871711164,Yellow Box,16,Y,POINT (103.8437871711164 1.3800965665205285),YIO CHU KANG
13530,ANG MO KIO AVENUE 6 BLOCK 645_YB,1.3793546365793363,103.8428323271816,Yellow Box,10,Y,POINT (103.8428323271816 1.3793546365793363),YIO CHU KANG
13531,ANG MO KIO AVENUE 6 BLOCK 646_YB,1.379451365926679,103.8438169745797,Yellow Box,16,Y,POINT (103.8438169745797 1.379451365926679),YIO CHU KANG
13532,ANG MO KIO AVENUE 8 BLOCK 504_YB,1.3748592453159083,103.84925003160468,Yellow Box,16,Y,POINT (103.84925003160468 1.3748592453159083),CHENG SAN
13533,ANG MO KIO AVENUE 8 BLOCK 506_YB,1.3744524217182814,103.8490453280718,Yellow Box,16,Y,POINT (103.8490453280718 1.3744524217182814),CHENG SAN
13534,ANG MO KIO AVENUE 8 BLOCK 508_YB,1.3737848119660354,103.84897795383196,Yellow Box,19,Y,POINT (103.84897795383196 1.3737848119660354),CHENG SAN
13535,ANG MO KIO AVENUE 8 BLOCK 511_YB,1.3735787854293695,103.84989262805922,Yellow Box,15,Y,POINT (103.84989262805922 1.3735787854293695),CHENG SAN
13536,ANG MO KIO AVENUE 8 BLOCK 512_YB,1.3725839090902487,103.84895408408514,Yellow Box,16,Y,POINT (103.84895408408514 1.3725839090902487),CHENG SAN
13537,ANG MO KIO AVENUE 8 BLOCK 513_YB,1.3729685443693345,103.85040308006458,Yellow Box,16,Y,POINT (103.85040308006458 1.3729685443693345),CHENG SAN
13538,ANG MO KIO AVENUE 9 BLOCK 621_YB,1.3830004216670322,103.84068945302094,Yellow Box,10,Y,POINT (103.84068945302094 1.3830004216670322),YIO CHU KANG
13539,ANG MO KIO AVENUE 9 BLOCK 623_YB,1.3826992138719096,103.8409615237732,Yellow Box,10,Y,POINT (103.8409615237732 1.3826992138719096),YIO CHU KANG
13540,ANG MO KIO STREET 52 BLOCK 525_YB,1.372522175387224,103.85415241272749,Yellow Box,11,Y,POINT (103.85415241272749 1.372522175387224),CHENG SAN
13541,ANG MO KIO STREET 52 BLOCK 588D_YB,1.371643727503042,103.8539231435932,Yellow Box,10,Y,POINT (103.8539231435932 1.371643727503042),CHENG SAN
13542,ANG MO KIO STREET 52 BLOCK 596A_YB,1.372662769754557,103.850941388875,Yellow Box,16,Y,POINT (103.850941388875 1.372662769754557),CHENG SAN
13543,ANG MO KIO STREET 52 BLOCK 596B_YB,1.3720831781567309,103.85045036222508,Yellow Box,18,Y,POINT (103.85045036222508 1.3720831781567309),CHENG SAN
13544,ANG MO KIO STREET 53 BLOCK 510_YB,1.3734144955759695,103.8491826521743,Yellow Box,19,Y,POINT (103.8491826521743 1.3734144955759695),CHENG SAN
13545,BISHAN STREET 12 BLOCK 102_YB,1.3451119842379626,103.84789094509928,Yellow Box,16,Y,POINT (103.84789094509928 1.3451119842379626),BISHAN EAST
13546,BISHAN STREET 12 BLOCK 105_YB,1.3457741927504172,103.84759139110032,Yellow Box,16,Y,POINT (103.84759139110032 1.3457741927504172),BISHAN EAST
13547,BISHAN STREET 12 BLOCK 109_YB,1.3468312107096547,103.84765380516862,Yellow Box,16,Y,POINT (103.84765380516862 1.3468312107096547),BISHAN EAST
13548,BISHAN STREET 12 BLOCK 110_YB,1.3474503454263278,103.8479301868188,Yellow Box,16,Y,POINT (103.8479301868188 1.3474503454263278),BISHAN EAST
13549,BISHAN STREET 12 BLOCK 111_YB,1.3470339969161924,103.84821547774813,Yellow Box,16,Y,POINT (103.84821547774813 1.3470339969161924),BISHAN EAST
13550,BISHAN STREET 12 BLOCK 114_YB,1.3476118550798095,103.84860775978136,Yellow Box,16,Y,POINT (103.84860775978136 1.3476118550798095),BISHAN EAST
13551,BISHAN STREET 12 BLOCK 115_YB,1.347755425200056,103.8482440114752,Yellow Box,16,Y,POINT (103.8482440114752 1.347755425200056),BISHAN EAST
13552,BISHAN STREET 12 BLOCK 119_A_YB,1.3473516260830558,103.85044166006838,Yellow Box,16,Y,POINT (103.85044166006838 1.3473516260830558),BISHAN EAST
13553,BISHAN STREET 12 BLOCK 119_B_YB,1.347226003258316,103.85057628202756,Yellow Box,16,Y,POINT (103.85057628202756 1.347226003258316),BISHAN EAST
13554,BISHAN STREET 12 BLOCK 131_YB,1.3455740714620743,103.85115666384316,Yellow Box,16,Y,POINT (103.85115666384316 1.3455740714620743),BISHAN EAST
13555,BISHAN STREET 13 BLOCK 154_YB,1.346511720771094,103.85465062251426,Yellow Box,16,Y,POINT (103.85465062251426 1.346511720771094),BISHAN EAST
13556,BISHAN STREET 13 BLOCK 156_A_YB,1.345347011177503,103.85633740844092,Yellow Box,16,Y,POINT (103.85633740844092 1.345347011177503),BISHAN EAST
13557,BISHAN STREET 13 BLOCK 156_B_YB,1.345284196249596,103.85675464914266,Yellow Box,16,Y,POINT (103.85675464914266 1.345284196249596),BISHAN EAST
13558,BISHAN STREET 13 BLOCK 166_YB,1.348432835107926,103.85497961835011,Yellow Box,16,Y,POINT (103.85497961835011 1.348432835107926),BISHAN EAST
13559,BISHAN STREET 13 BLOCK 168_YB,1.3473883863719964,103.8541415596528,Yellow Box,16,Y,POINT (103.8541415596528 1.3473883863719964),BISHAN EAST
13560,BISHAN STREET 13 BLOCK 170_YB,1.3465265374973638,103.85332623747068,Yellow Box,16,Y,POINT (103.85332623747068 1.3465265374973638),BISHAN EAST
13561,BISHAN STREET 13 BLOCK 173_YB,1.34783209903,103.85434082309052,Yellow Box,16,Y,POINT (103.85434082309052 1.34783209903),BISHAN EAST
13562,BISHAN STREET 13 BLOCK 175_YB,1.3486253134622643,103.85410011342908,Yellow Box,16,Y,POINT (103.85410011342908 1.3486253134622643),BISHAN EAST
13563,BISHAN STREET 13 BLOCK 177_YB,1.3479137622641106,103.85327453933137,Yellow Box,16,Y,POINT (103.85327453933137 1.3479137622641106),BISHAN EAST
13564,BISHAN STREET 13 BLOCK 182_YB,1.3501112489900018,103.8531078386818,Yellow Box,16,Y,POINT (103.8531078386818 1.3501112489900018),BISHAN EAST
13565,BISHAN STREET 13 BLOCK 183_YB,1.3505419577245232,103.85246236492024,Yellow Box,16,Y,POINT (103.85246236492024 1.3505419577245232),BISHAN EAST
13566,BISHAN STREET 13 BLOCK 190_YB,1.3506621992020345,103.85202729277938,Yellow Box,16,Y,POINT (103.85202729277938 1.3506621992020345),BISHAN EAST
13567,BISHAN STREET 13 BLOCK 191_YB,1.3504154480032684,103.85123025135196,Yellow Box,16,Y,POINT (103.85123025135196 1.3504154480032684),BISHAN EAST
13568,BISHAN STREET 13 BLOCK 196_YB,1.3480923466861905,103.85041001548645,Yellow Box,16,Y,POINT (103.85041001548645 1.3480923466861905),BISHAN EAST
13569,BISHAN STREET 13 BLOCK 197_YB,1.3490407878979218,103.85095297154962,Yellow Box,16,Y,POINT (103.85095297154962 1.3490407878979218),BISHAN EAST
13570,BISHAN STREET 22 BLOCK 237_YB,1.3596114595026156,103.84687456835977,Yellow Box,16,Y,POINT (103.84687456835977 1.3596114595026156),MARYMOUNT
13571,BISHAN STREET 22 BLOCK 241_A_YB,1.3607941065604914,103.84557469952657,Yellow Box,16,Y,POINT (103.84557469952657 1.3607941065604914),MARYMOUNT
13572,BISHAN STREET 22 BLOCK 241_B_YB,1.36066604848382,103.84572004287052,Yellow Box,16,Y,POINT (103.84572004287052 1.36066604848382),MARYMOUNT
13573,BISHAN STREET 22 BLOCK 250_YB,1.3617894985450554,103.8436229558524,Yellow Box,16,Y,POINT (103.8436229558524 1.3617894985450554),MARYMOUNT
13574,BISHAN STREET 23 BLOCK 207_YB,1.3545695284398402,103.84821542346693,Yellow Box,16,Y,POINT (103.84821542346693 1.3545695284398402),MARYMOUNT
13575,BISHAN STREET 23 BLOCK 221_YB,1.358017845161328,103.8487521551654,Yellow Box,16,Y,POINT (103.8487521551654 1.358017845161328),MARYMOUNT
13576,BLOCK 963 HOUGANG AVENUE 9_YB,1.3771352524347198,103.87787789450768,Yellow Box,10,Y,POINT (103.87787789450768 1.3771352524347198),TRAFALGAR
13577,BUANGKOK CRESCENT BLOCK 979A_YB,1.3796829454036763,103.8787290046682,Yellow Box,11,Y,POINT (103.8787290046682 1.3796829454036763),TRAFALGAR
13578,BUANGKOK CRESCENT BLOCK 979B_YB,1.3796017217249068,103.87942007702068,Yellow Box,14,Y,POINT (103.87942007702068 1.3796017217249068),TRAFALGAR
13579,BUANGKOK CRESCENT BLOCK 979C_YB,1.3795859902617087,103.88009943748212,Yellow Box,14,Y,POINT (103.88009943748212 1.3795859902617087),TRAFALGAR
13580,BUANGKOK CRESCENT BLOCK 980A_YB,1.379600386443347,103.88070721836829,Yellow Box,12,Y,POINT (103.88070721836829 1.379600386443347),TRAFALGAR
13581,BUANGKOK CRESCENT BLOCK 980C_B_YB,1.3801505133747034,103.88107554177746,Yellow Box,12,Y,POINT (103.88107554177746 1.3801505133747034),TRAFALGAR
13582,BUANGKOK CRESCENT BLOCK 980C_YB,1.3801544415377316,103.88114321765548,Yellow Box,7,Y,POINT (103.88114321765548 1.3801544415377316),TRAFALGAR
13583,BUANGKOK CRESCENT BLOCK 980D_YB,1.3804439206656849,103.8809610193386,Yellow Box,9,Y,POINT (103.8809610193386 1.3804439206656849),TRAFALGAR
13584,BUANGKOK CRESCENT BLOCK 981A_A_YB,1.3805107264623495,103.88077361073256,Yellow Box,7,Y,POINT (103.88077361073256 1.3805107264623495),TRAFALGAR
13585,BUANGKOK CRESCENT BLOCK 981A_B_YB,1.380471431100163,103.88077621286943,Yellow Box,11,Y,POINT (103.88077621286943 1.380471431100163),TRAFALGAR
13586,BUANGKOK CRESCENT BLOCK 981B_A_YB,1.3805513417260784,103.88026734440936,Yellow Box,11,Y,POINT (103.88026734440936 1.3805513417260784),TRAFALGAR
13587,BUANGKOK CRESCENT BLOCK 981B_B_YB,1.3804871584550384,103.88031419563455,Yellow Box,7,Y,POINT (103.88031419563455 1.3804871584550384),TRAFALGAR
13588,BUANGKOK CRESCENT BLOCK 981B_C_YB,1.380450482702824,103.88032070220402,Yellow Box,7,Y,POINT (103.88032070220402 1.380450482702824),TRAFALGAR
13589,BUANGKOK CRESCENT BLOCK 981C_A_YB,1.3804950270419294,103.8798326563694,Yellow Box,7,Y,POINT (103.8798326563694 1.3804950270419294),TRAFALGAR
13590,BUANGKOK CRESCENT BLOCK 981C_B_YB,1.3805251539586731,103.87980662779644,Yellow Box,11,Y,POINT (103.87980662779644 1.3805251539586731),TRAFALGAR
13591,BUANGKOK CRESCENT BLOCK 981C_C_YB,1.3804295343711317,103.87985738279642,Yellow Box,9,Y,POINT (103.87985738279642 1.3804295343711317),TRAFALGAR
13592,BUANGKOK CRESCENT BLOCK 981D_YB,1.380539571128779,103.87935241926078,Yellow Box,7,Y,POINT (103.87935241926078 1.380539571128779),TRAFALGAR
13593,BUANGKOK CRESCENT BLOCK 985A_A_YB,1.381143390262666,103.88030770122698,Yellow Box,6,Y,POINT (103.88030770122698 1.381143390262666),TRAFALGAR
13594,BUANGKOK CRESCENT BLOCK 985A_B_YB,1.3811695883775987,103.88024523174518,Yellow Box,6,Y,POINT (103.88024523174518 1.3811695883775987),TRAFALGAR
13595,BUANGKOK CRESCENT BLOCK 985A_C_YB,1.3811735227814732,103.8799992562114,Yellow Box,13,Y,POINT (103.8799992562114 1.3811735227814732),TRAFALGAR
13596,BUANGKOK CRESCENT BLOCK 985B_YB,1.3811313097305158,103.8799147677419,Yellow Box,12,Y,POINT (103.8799147677419 1.3811313097305158),TRAFALGAR
13597,BUANGKOK CRESCENT BLOCK 987A_A_YB,1.3800156530725534,103.87834377950844,Yellow Box,7,Y,POINT (103.87834377950844 1.3800156530725534),TRAFALGAR
13598,BUANGKOK CRESCENT BLOCK 987A_B_YB,1.3799645690437763,103.87835028583632,Yellow Box,11,Y,POINT (103.87835028583632 1.3799645690437763),TRAFALGAR
13599,BUANGKOK CRESCENT BLOCK 987A_C_YB,1.38004709043617,103.87828521450383,Yellow Box,7,Y,POINT (103.87828521450383 1.38004709043617),TRAFALGAR
13600,BUANGKOK CRESCENT BLOCK 988A_A_YB,1.3795172766187838,103.87732993482678,Yellow Box,7,Y,POINT (103.87732993482678 1.3795172766187838),TRAFALGAR
13601,FERNVALE LANE BLOCK 403C_YB,1.3884816862748115,103.87291539912292,Yellow Box,10,Y,POINT (103.87291539912292 1.3884816862748115),JALAN KAYU EAST
13602,HOUGANG AVENUE 1 BLOCK 109_YB,1.355380792192007,103.88963662288582,Yellow Box,16,Y,POINT (103.88963662288582 1.355380792192007),LORONG AH SOO
13603,HOUGANG AVENUE 1 BLOCK 119_YB,1.3540299650470768,103.8878992411229,Yellow Box,16,Y,POINT (103.8878992411229 1.3540299650470768),LORONG AH SOO
13604,HOUGANG AVENUE 1 BLOCK 169_YB,1.3511823214975125,103.88977797806224,Yellow Box,16,Y,POINT (103.88977797806224 1.3511823214975125),TAI KENG
13605,HOUGANG AVENUE 1 BLOCK 174C_YB,1.3492199234145077,103.88933485098,Yellow Box,16,Y,POINT (103.88933485098 1.3492199234145077),TAI KENG
13606,HOUGANG AVENUE 1 BLOCK 230_YB,1.3589196276548767,103.8883278490524,Yellow Box,16,Y,POINT (103.8883278490524 1.3589196276548767),LORONG AH SOO
13607,HOUGANG AVENUE 2 BLOCK 708_YB,1.3666545946421569,103.8892919335906,Yellow Box,13,Y,POINT (103.8892919335906 1.3666545946421569),ROSYTH
13608,HOUGANG AVENUE 2 BLOCK 711_YB,1.3663312580708302,103.88769060157246,Yellow Box,13,Y,POINT (103.88769060157246 1.3663312580708302),ROSYTH
13609,HOUGANG AVENUE 3 BLOCK 19_YB,1.3638051069521295,103.89156843707651,Yellow Box,16,Y,POINT (103.89156843707651 1.3638051069521295),LORONG AH SOO
13610,HOUGANG AVENUE 3 BLOCK 24_YB,1.3653769396955446,103.89185961722674,Yellow Box,13,Y,POINT (103.89185961722674 1.3653769396955446),HOUGANG CENTRAL
13611,HOUGANG AVENUE 4 BLOCK 665_YB,1.374202573185561,103.88385450251984,Yellow Box,10,Y,POINT (103.88385450251984 1.374202573185561),TRAFALGAR
13612,HOUGANG AVENUE 4 BLOCK 667_YB,1.3737894945065212,103.88400241958202,Yellow Box,10,Y,POINT (103.88400241958202 1.3737894945065212),TRAFALGAR
13613,HOUGANG AVENUE 8 BLOCK 669_YB,1.3734569301396344,103.88386369761322,Yellow Box,10,Y,POINT (103.88386369761322 1.3734569301396344),TRAFALGAR
13614,HOUGANG AVENUE 8 BLOCK 671_YB,1.3731357729276057,103.88366501503852,Yellow Box,10,Y,POINT (103.88366501503852 1.3731357729276057),TRAFALGAR
13615,HOUGANG AVENUE 8 BLOCK 673_A_YB,1.372620822267537,103.8844421578556,Yellow Box,10,Y,POINT (103.8844421578556 1.372620822267537),TRAFALGAR
13616,HOUGANG AVENUE 8 BLOCK 673_B_YB,1.3725849275895292,103.88456920310308,Yellow Box,10,Y,POINT (103.88456920310308 1.3725849275895292),TRAFALGAR
13617,HOUGANG AVENUE 8 BLOCK 674_YB,1.3721085863224247,103.88484504517356,Yellow Box,10,Y,POINT (103.88484504517356 1.3721085863224247),TRAFALGAR
13618,HOUGANG AVENUE 8 BLOCK 675_YB,1.3718870349819003,103.88450153377748,Yellow Box,10,Y,POINT (103.88450153377748 1.3718870349819003),TRAFALGAR
13619,HOUGANG AVENUE 8 BLOCK 676_YB,1.3715821014564626,103.8842837569744,Yellow Box,10,Y,POINT (103.8842837569744 1.3715821014564626),TRAFALGAR
13620,HOUGANG AVENUE 8 BLOCK 677_YB,1.371227003841953,103.8841777161018,Yellow Box,10,Y,POINT (103.8841777161018 1.371227003841953),TRAFALGAR
13621,HOUGANG AVENUE 8 BLOCK 680_B_YB,1.372340401947007,103.88511304391706,Yellow Box,10,Y,POINT (103.88511304391706 1.372340401947007),TRAFALGAR
13622,HOUGANG AVENUE 8 BLOCK 680_YB,1.372289385461278,103.8851267773815,Yellow Box,10,Y,POINT (103.8851267773815 1.372289385461278),TRAFALGAR
13623,HOUGANG AVENUE 8 BLOCK 705_YB,1.3656206101259956,103.88805982295244,Yellow Box,13,Y,POINT (103.88805982295244 1.3656206101259956),ROSYTH
13624,HOUGANG AVENUE 9 BLOCK 916_B_YB,1.375037157204459,103.88442044401673,Yellow Box,10,Y,POINT (103.88442044401673 1.375037157204459),TRAFALGAR
13625,HOUGANG AVENUE 9 BLOCK 917_B_YB,1.3750054162602696,103.88335897302936,Yellow Box,10,Y,POINT (103.88335897302936 1.3750054162602696),TRAFALGAR
13626,HOUGANG AVENUE 9 BLOCK 918_YB,1.3757224410263946,103.88353189126224,Yellow Box,10,Y,POINT (103.88353189126224 1.3757224410263946),TRAFALGAR
13627,HOUGANG AVENUE 9 BLOCK 919_YB,1.3759475596617068,103.88430180910062,Yellow Box,10,Y,POINT (103.88430180910062 1.3759475596617068),TRAFALGAR
13628,HOUGANG AVENUE 9 BLOCK 923_YB,1.3762043088009888,103.88304492182417,Yellow Box,10,Y,POINT (103.88304492182417 1.3762043088009888),TRAFALGAR
13629,HOUGANG AVENUE 9 BLOCK 924_YB,1.376435280375224,103.88203421651627,Yellow Box,10,Y,POINT (103.88203421651627 1.376435280375224),TRAFALGAR
13630,HOUGANG AVENUE 9 BLOCK 925_YB,1.3767266118847747,103.88240238041467,Yellow Box,10,Y,POINT (103.88240238041467 1.3767266118847747),TRAFALGAR
13631,HOUGANG AVENUE 9 BLOCK 953_YB,1.3764803098721203,103.87736524246492,Yellow Box,17,Y,POINT (103.87736524246492 1.3764803098721203),TRAFALGAR
13632,HOUGANG STREET 11 BLOCK 155_YB,1.3524551612192175,103.88004574052016,Yellow Box,16,Y,POINT (103.88004574052016 1.3524551612192175),LORONG AH SOO
13633,HOUGANG STREET 11 BLOCK 159_YB,1.3515111316757529,103.87937462120928,Yellow Box,16,Y,POINT (103.87937462120928 1.3515111316757529),LORONG AH SOO
13634,HOUGANG STREET 21 BLOCK 220_YB,1.3569964189208406,103.88462767174067,Yellow Box,16,Y,POINT (103.88462767174067 1.3569964189208406),LORONG AH SOO
13635,HOUGANG STREET 21 BLOCK 237_YB,1.3565621169030029,103.88889007090012,Yellow Box,16,Y,POINT (103.88889007090012 1.3565621169030029),LORONG AH SOO
13636,HOUGANG STREET 22 BLOCK 244_YB,1.3580487447586291,103.89186529302978,Yellow Box,16,Y,POINT (103.89186529302978 1.3580487447586291),LORONG AH SOO
13637,HOUGANG STREET 61 BLOCK 686_YB,1.3757783257603882,103.88493905341626,Yellow Box,10,Y,POINT (103.88493905341626 1.3757783257603882),TRAFALGAR
13638,HOUGANG STREET 61 BLOCK 687_YB,1.3762302883352526,103.88491065824928,Yellow Box,10,Y,POINT (103.88491065824928 1.3762302883352526),TRAFALGAR
13639,HOUGANG STREET 61 BLOCK 688_YB,1.376151321520288,103.88535025586664,Yellow Box,10,Y,POINT (103.88535025586664 1.376151321520288),TRAFALGAR
13640,HOUGANG STREET 61 BLOCK 689_YB,1.3765079799113489,103.88582097307965,Yellow Box,10,Y,POINT (103.88582097307965 1.3765079799113489),TRAFALGAR
13641,HOUGANG STREET 61 BLOCK 690_YB,1.3769476917049508,103.88573847325952,Yellow Box,10,Y,POINT (103.88573847325952 1.3769476917049508),TRAFALGAR
13642,HOUGANG STREET 91 BLOCK 920_YB,1.37677981455087,103.88381147289124,Yellow Box,10,Y,POINT (103.88381147289124 1.37677981455087),TRAFALGAR
13643,HOUGANG STREET 91 BLOCK 921_YB,1.3763069048306602,103.88419114548935,Yellow Box,10,Y,POINT (103.88419114548935 1.3763069048306602),TRAFALGAR
13644,HOUGANG STREET 91 BLOCK 922_YB,1.3764141689974594,103.88364207025056,Yellow Box,10,Y,POINT (103.88364207025056 1.3764141689974594),TRAFALGAR
13645,HOUGANG STREET 91 BLOCK 926_B_YB,1.376344685414228,103.88087825645044,Yellow Box,10,Y,POINT (103.88087825645044 1.376344685414228),TRAFALGAR
13646,HOUGANG STREET 91 BLOCK 926_YB,1.3763821047440217,103.88095990253794,Yellow Box,10,Y,POINT (103.88095990253794 1.3763821047440217),TRAFALGAR
13647,HOUGANG STREET 91 BLOCK 927,1.376465494190472,103.88061663751829,Yellow Box,10,Y,POINT (103.88061663751829 1.376465494190472),TRAFALGAR
13648,HOUGANG STREET 91 BLOCK 931_YB,1.37551370443814,103.88049517131252,Yellow Box,11,Y,POINT (103.88049517131252 1.37551370443814),TRAFALGAR
13649,HOUGANG STREET 91 BLOCK 959_YB,1.3769363231896083,103.87908983349384,Yellow Box,14,Y,POINT (103.87908983349384 1.3769363231896083),TRAFALGAR
13650,HOUGANG STREET 92 BLOCK 941_YB,1.3737508043202038,103.8792750806746,Yellow Box,11,Y,POINT (103.8792750806746 1.3737508043202038),TRAFALGAR
13651,LORONG AH SOO BLOCK 133_YB,1.350634724600131,103.88750943697896,Yellow Box,16,Y,POINT (103.88750943697896 1.350634724600131),TAI KENG
13652,LORONG AH SOO BLOCK 137_YB,1.3490217879342958,103.88662453323634,Yellow Box,16,Y,POINT (103.88662453323634 1.3490217879342958),TAI KENG
13653,LORONG AH SOO BLOCK 138_YB,1.35157101240622,103.88434180813412,Yellow Box,16,Y,POINT (103.88434180813412 1.35157101240622),LORONG AH SOO
13654,LORONG AH SOO BLOCK 142_YB,1.3529871111724434,103.88264983241316,Yellow Box,16,Y,POINT (103.88264983241316 1.3529871111724434),LORONG AH SOO
13655,LORONG AH SOO BLOCK 166_YB,1.3513375266715475,103.8881287312008,Yellow Box,16,Y,POINT (103.8881287312008 1.3513375266715475),TAI KENG
13656,LORONG LEW LIAN BLOCK 1_YB,1.350607579149747,103.87503119061924,Yellow Box,6,Y,POINT (103.87503119061924 1.350607579149747),SERANGOON CENTRAL
13657,LORONG LEW LIAN BLOCK 4_YB,1.350467502435563,103.87669707507254,Yellow Box,6,Y,POINT (103.87669707507254 1.350467502435563),SERANGOON CENTRAL
13658,LORONG LEW LIAN BLOCK 5_YB,1.3502181591477955,103.87706314957003,Yellow Box,6,Y,POINT (103.87706314957003 1.3502181591477955),SERANGOON CENTRAL
13659,LORONG LEW LIAN BLOCK 6_YB,1.3491854648309307,103.87753064556117,Yellow Box,6,Y,POINT (103.87753064556117 1.3491854648309307),SERANGOON CENTRAL
13660,LORONG LEW LIAN BLOCK 7_YB,1.3489204274361526,103.87722633377906,Yellow Box,6,Y,POINT (103.87722633377906 1.3489204274361526),SERANGOON CENTRAL
13661,LORONG LEW LIAN BLOCK 8_YB,1.3486911074398569,103.87691934031172,Yellow Box,6,Y,POINT (103.87691934031172 1.3486911074398569),SERANGOON CENTRAL
13662,MAYFLOWER ROAD BLOCK 132_YB,1.3715149984132868,103.84128048677351,Yellow Box,8,Y,POINT (103.84128048677351 1.3715149984132868),KEBUN BAHRU
13663,SERANGOON AVENUE 1 BLOCK 401_YB,1.3463702133197288,103.87327960206504,Yellow Box,6,Y,POINT (103.87327960206504 1.3463702133197288),SERANGOON CENTRAL
13664,SERANGOON AVENUE 1 BLOCK 402_YB,1.3466385355574138,103.87284395363088,Yellow Box,6,Y,POINT (103.87284395363088 1.3466385355574138),SERANGOON CENTRAL
13665,SERANGOON AVENUE 1 BLOCK 403_YB,1.3466581759391978,103.87237709019196,Yellow Box,6,Y,POINT (103.87237709019196 1.3466581759391978),SERANGOON CENTRAL
13666,SERANGOON AVENUE 1 BLOCK 404_YB,1.346861047614924,103.87242130893294,Yellow Box,6,Y,POINT (103.87242130893294 1.346861047614924),SERANGOON CENTRAL
13667,SERANGOON AVENUE 1 BLOCK 405_YB,1.3476712212595428,103.87285567437584,Yellow Box,6,Y,POINT (103.87285567437584 1.3476712212595428),SERANGOON CENTRAL
13668,SERANGOON AVENUE 1 BLOCK 407_YB,1.3472170465131754,103.87300066794847,Yellow Box,6,Y,POINT (103.87300066794847 1.3472170465131754),SERANGOON CENTRAL
13669,SERANGOON AVENUE 1 BLOCK 408_YB,1.347124109499342,103.87350849466162,Yellow Box,6,Y,POINT (103.87350849466162 1.347124109499342),SERANGOON CENTRAL
13670,SERANGOON AVENUE 1 BLOCK 425_YB,1.3485415432216148,103.87670829258684,Yellow Box,6,Y,POINT (103.87670829258684 1.3485415432216148),SERANGOON CENTRAL
