MRT.Name,Latitude,Longitude,time_difference,distance,steepness,suitability,approximated?,Weighted_Score,rank
TIONG BAHRU MRT STATION,1.286102536,103.8274451,2.3033333334,0.5846,0.4,6.757499184943235,0.0,6.1704126813145885,141
PAYA LEBAR MRT STATION,1.31719912,103.8923649,3.413333333333334,0.8644000000000001,0.0,6.208968074142594,0.0,6.1596277926474094,142
BEAUTY WORLD MRT STATION,1.34090149,103.7757467,2.8300000007999997,0.8002,0.8,6.510751933926885,0.0,6.100561547461509,143
SOO TECK LRT STATION,1.405323319,103.8972905,2.1333333333333333,0.7226,0.4,6.778997087625075,0.0,6.092011003433393,144
MAXWELL MRT STATION,1.280533298,103.8438837,2.193333334133333,0.8128,0.2,6.739260589529492,0.0,6.086181805276928,145
KHATIB MRT STATION,1.41738337,103.8329799,2.4533333332000007,0.9286,0.2,6.615659502674582,0.0,6.068140935419667,146
QUEENSTOWN MRT STATION,1.294550852,103.8060772,1.8666666667333327,0.7257999999999999,0.2,6.815976466777667,0.0,6.034287840115468,147
PENDING LRT STATION,1.376135743,103.7712612,3.7233333333333336,0.6317999999999999,0.2,5.854257012385668,0.0,6.026378943241869,148
SENJA LRT STATION,1.382725471,103.7623443,1.9566666660666665,0.8952,0.4756026785714285,6.836455218349792,0.0,6.025230573249359,149
BOON LAY MRT STATION,1.338610339,103.7060849,0.7733333330666665,1.0026,0.4,7.412499305570049,0.0,5.998812777682706,150
BUKIT PANJANG MRT STATION,1.379561212,103.7611889,3.6799999999999997,0.8625999999999999,0.6216281127543926,5.9428051483429885,0.0,5.9915613073989515,151
CHINATOWN MRT STATION,1.284223919,103.8451438,2.706666666533333,0.6494,0.0,6.280984950864785,0.0,5.977574627305161,152
FERNVALE LRT STATION,1.391885892,103.8763086,1.1133333331999995,0.9776,0.0,7.109499062356067,0.0,5.937412583164854,153
GEYLANG BAHRU MRT STATION,1.321301102,103.8716226,3.0900000008000004,1.5091999999999999,0.0,6.247625379284988,0.0,5.932260303747991,154
BANGKIT LRT STATION,1.38002223,103.7726474,2.8766666667333327,0.8061999999999999,0.2,6.197938479851208,0.0,5.9277774505743,155
BEDOK NORTH MRT STATION,1.334742117,103.9179783,4.096666667466667,1.0624,0.0,5.6070374090495445,0.0,5.911816594226302,156
UPPER CHANGI MRT STATION,1.341739774,103.9614728,3.3766666664666665,0.8443999999999999,0.0,5.908691180650427,0.0,5.908739611107008,157
KEAT HONG LRT STATION,1.378603251,103.7490557,0.14999999919999993,1.0992,0.0,7.557837036279343,0.0,5.886429628703475,158
LAVENDER MRT STATION,1.307377817,103.8627676,2.856666666666666,0.8946,0.0,6.146102051503708,0.0,5.880628307869633,159
UPPER THOMSON MRT STATION,1.354416434,103.8328985,1.7,0.6372,0.2,6.659163802439994,0.0,5.859891041951996,160
BEDOK RESERVOIR MRT STATION,1.33660783,103.9322346,1.8166666672666665,1.3412,0.0,6.543789968496625,0.0,5.693458641703968,161
TANAH MERAH MRT STATION,1.327310982,103.9464517,1.616666665933333,1.4514,0.2,6.588880987325662,0.0,5.607491456233864,162
COMMONWEALTH MRT STATION,1.302501999,103.7982285,2.8733333338000007,0.9236000000000001,0.4,5.8142819744994245,0.0,5.57603891311954,163
PROMENADE MRT STATION,1.293997986,103.86035,2.486666667333332,3.033,0.17612442856188032,6.4848177065655745,0.0,5.558308389329605,164
MARSILING MRT STATION,1.432521149,103.7740746,2.3333333335333335,1.286,0.4,6.147874152233855,0.0,5.554432655200418,165
FARRER ROAD MRT STATION,1.317439152,103.8073792,2.163333333466667,1.0192,0.0433048433048433,6.085477333099929,0.0,5.5255447155361255,166
NICOLL HIGHWAY MRT STATION,1.29956843,103.8639777,2.513333333966668,3.1195999999999997,0.05160184771271047,6.176534667993071,2.0,5.317480883209853,167
SERANGOON MRT STATION,1.350633615,103.8727717,2.166666666533333,0.7487999999999999,0.0,5.691983131543529,0.0,5.270493171848157,168
BOTANIC GARDENS MRT STATION,1.322113736,103.8149845,-1.930000000066667,1.2864,0.1127991622135808,7.116562910699417,3.0,4.652690412311509,169
DOVER MRT STATION,1.311405293,103.7786378,-2.440000001333335,2.6326,0.013533694666077359,6.781916706392424,0.0,3.921659995113998,170
TUAS LINK MRT STATION,1.340882425,103.6369914,-9.876666666,10.7538,0.0,6.250348794946937,0.0,-1.1011476304424495,171
TUAS CRESCENT MRT STATION,1.321026956,103.6490782,-12.996666668,7.829600000000001,0.0,5.987544664330237,0.0,-1.9745509357358113,172
GUL CIRCLE MRT STATION,1.319470901,103.6605305,-14.503333331333334,6.871,0.0,5.742132952303071,0.0,-2.5818269706908774,173
TUAS WEST ROAD MRT STATION,1.329985047,103.6396166,-14.72000000266667,9.526,0.0,6.223031711547477,0.0,-2.814774631828686,174
