centroid_name,Latitude_x,Longitude_x,MRT.Name,Latitude_y,Longitude_y,time_difference,suitability,Weighted_Score
MING TECK PARK,1.3196226035869865,103.7891955460952,HOLLAND VILLAGE MRT STATION,1.312240296,103.7963991,10.85,6.227304405237867,9.006443524190294
LOYANG VILLAS,1.3620840083209105,103.96453078894004,TAMPINES EAST MRT STATION,1.356191483,103.9546345,7.283333333333335,6.434932142194569,7.6336790470889895
BURGUNDY HILL,1.3393333601066526,103.76111755837688,BEAUTY WORLD MRT STATION,1.34090149,103.7757467,16.300000000000004,7.58878268254341,12.129294765372316
PUNGGOL WALK,1.4059356272037424,103.90082667407424,PUNGGOL LRT STATION,1.405194701,103.9024119,1.4666666666666668,7.50944851523332,6.451625478853323
1 RIVIERA DRIVE,1.316054824585736,103.94345731121116,TANAH MERAH MRT STATION,1.327310982,103.9464517,2.883333333333333,6.786696925740489,5.955490873925725
GOLDENHILL VILLAS,1.3546249073637953,103.86170745369776,LORONG CHUAN MRT STATION,1.351639278,103.8639457,5.283333333333332,6.5060890886800165,7.110804604277346
FUHUA PRIMARY SCHOOL,1.3361982671320622,103.73719778972544,JURONG EAST MRT STATION,1.33315262,103.7422865,6.066666666666667,5.5126821748878925,6.685612406576982
64 HIGHLAND ROAD,1.3577994050139723,103.87891209138536,KOVAN MRT STATION,1.360179171,103.8850649,5.833333333333333,7.109720048687183,7.729509372283081
THE VISION,1.298462372670819,103.76497979186898,CLEMENTI MRT STATION,1.315116253,103.7651915,-19.7,6.810653086873889,-4.198277530500888
HILLVIEW VILLAS,1.3544390192107685,103.75960704582695,BUKIT GOMBAK MRT STATION,1.358611591,103.7517909,12.933333333333332,7.964398079152176,11.121289882430863
CALDECOTT HILL ESTATE,1.33643157768125,103.83488567981662,CALDECOTT MRT STATION,1.337245613,103.8401618,7.116666666666667,7.273726949754694,8.420648226470425
SRI VADAPATHIRA KALIAMMAN TEMPLE,1.3152140622978004,103.85806216419016,FARRER PARK MRT STATION,1.3131403,103.8547547,2.7333333333333334,7.074135937299243,6.607442083172728
52 GENTLE ROAD,1.318601686599998,103.8379324376044,NOVENA MRT STATION,1.320440791,103.8438256,2.633333333333333,6.286796703015409,5.776970695745661
YEW LIAN PARK,1.350819147048746,103.8339581545546,UPPER THOMSON MRT STATION,1.354416434,103.8328985,4.833333333333333,5.91326143095853,6.432942478100157
128 LORONG KISMIS,1.3359311888685343,103.7674912604652,BEAUTY WORLD MRT STATION,1.34090149,103.7757467,10.15,7.196700422506875,9.430960338005502
GURDWARA SRI GURU NANAK SATSANG SABHA (KATONG),1.30278260111996,103.89597484617568,DAKOTA MRT STATION,1.308547984,103.8890647,9.616666666666667,8.0,9.959066666666669
SYMPHONY SUITES,1.434716111200577,103.84376171148963,YISHUN MRT STATION,1.429443085,103.835005,2.3999999999999986,7.510407655709342,6.3877261245674735
KING GEORGE'S BUILDING,1.3101170774010311,103.86205256745772,LAVENDER MRT STATION,1.307377817,103.8627676,0.9500000000000002,6.008237357943711,5.04318988635497
SERANGOON GARDEN ESTATE,1.3619391150827704,103.86536320985256,LORONG CHUAN MRT STATION,1.351639278,103.8639457,10.283333333333337,6.816670525584626,9.209469753801036
JALAN KAYU ESTATE,1.4005113132045457,103.8708273458294,THANGGAM LRT STATION,1.397318156,103.8756352,7.966666666666667,6.933211990639277,8.464036259178089
CURRENCY HOUSE,1.2755044434390348,103.7940371713822,PASIR PANJANG MRT STATION,1.276213522,103.7913503,2.3000000000000003,5.0,4.7582
THE TENERIFFE,1.326929800740797,103.79130481193492,SIXTH AVENUE MRT STATION,1.330857645,103.7969068,13.133333333333336,6.009210834439155,9.76590200088466
239 OUTRAM ROAD,1.284497189410281,103.83476570785837,HAVELOCK MRT STATION,1.28850524,103.8335858,4.883333333333334,5.4895255699322245,6.131353789279114
REGINA HILL,1.3458005065446237,103.76545439087204,BEAUTY WORLD MRT STATION,1.34090149,103.7757467,11.25,5.989231477220433,8.878785181776347
45B KRETA AYER ROAD,1.28094997278155,103.8419343491397,MAXWELL MRT STATION,1.280533298,103.8438837,0.9500000000000002,6.474585226672303,5.381868181337843
136 EVERITT ROAD,1.3099965049864364,103.90406800435456,EUNOS MRT STATION,1.319783549,103.9032258,7.366666666666667,6.607192487472102,7.799220656644349
HONG KONG PARK,1.338736140660341,103.78494033794092,KING ALBERT PARK MRT STATION,1.335661613,103.7833991,15.216666666666663,6.251786925444774,10.868696207022484
154 CACTUS ROAD,1.3906784418213152,103.85149184961944,YIO CHU KANG MRT STATION,1.381498825,103.8451707,13.166666666666668,5.271087165044184,8.984336398702016
WELLINGTON PARK,1.3715180691402116,103.8339628025716,MAYFLOWER MRT STATION,1.371463188,103.8365678,1.7500000000000004,7.7697391304347825,6.832591304347827
11 CLUNY HILL,1.3159097971216105,103.8129628336268,FARRER ROAD MRT STATION,1.317439152,103.8073792,9.883333333333333,6.675281446200477,8.786139135978773
PALM MANSIONS,1.2893141255210832,103.77651483058116,KENT RIDGE MRT STATION,1.293536986,103.7845724,7.600000000000001,7.247353224254091,8.338512038259742
LA FIESTA,1.38949309642576,103.89581925599713,SENGKANG LRT STATION,1.391609364,103.8954426,1.416666666666666,7.335520804244624,6.346083310062365
369A CHANGI ROAD,1.3189573669403976,103.9100789042217,KEMBANGAN MRT STATION,1.321038134,103.9129479,2.2666666666666666,7.29606454799934,6.566518305066139
FULTON HILL,1.361505514466866,103.83393402006512,BRIGHT HILL MRT STATION,1.363846766,103.8338992,4.933333333333334,5.927968851395198,6.597708414449492
20 FERNHILL ROAD,1.3142108494926772,103.8249367837838,STEVENS MRT STATION,1.320065558,103.8260244,5.133333333333334,5.992156862745099,6.682258823529413
EAST SIGNATURE,1.312038927643994,103.93180152030044,KEMBANGAN MRT STATION,1.321038134,103.9129479,2.333333333333336,7.57574586592402,5.880730026072551
THOMSON GARDEN ESTATE,1.3536036597026655,103.83800784096336,MARYMOUNT MRT STATION,1.348707263,103.8394231,7.733333333333333,6.923558979045629,8.405780516569838
SERANGOON GARDEN ESTATE,1.3665216948349337,103.86361134361448,ANG MO KIO MRT STATION,1.369428557,103.8494552,11.983333333333334,5.655986357924968,8.757579680488242
89 CEYLON ROAD,1.3081601448037383,103.90071415529684,DAKOTA MRT STATION,1.308547984,103.8890647,12.566666666666665,8.0,11.145666666666667
TAMPINES GREENLEAF,1.359275331002337,103.9388221539172,TAMPINES WEST MRT STATION,1.345633658,103.9384925,14.033333333333337,7.018005212035063,10.852937502961385
GOLDEN HILL ESTATE,1.3557663270488876,103.86411858242136,LORONG CHUAN MRT STATION,1.351639278,103.8639457,4.133333333333334,6.146393262541195,6.37424794336629
24 SWETTENHAM ROAD,1.3027956221408696,103.80579274888632,COMMONWEALTH MRT STATION,1.302501999,103.7982285,-1.349999999999998,5.890261063155022,3.4917938420179384
NORTHSHORE BUNGALOWS,1.415539717002628,103.90420579400237,SAMUDERA LRT STATION,1.415901722,103.9021563,4.933333333333334,7.566915887850467,7.884866043613707
77 GOODMAN ROAD,1.3041222949366666,103.88686358446532,MOUNTBATTEN MRT STATION,1.306201905,103.8825281,5.2,6.715882954255049,7.28670636340404
FRANKEL ESTATE,1.3200069381159292,103.91582881125984,KEMBANGAN MRT STATION,1.321038134,103.9129479,2.583333333333334,6.635287930581119,6.204363677798229
25 JALAN LAPANG,1.322977621554262,103.91766645679338,KEMBANGAN MRT STATION,1.321038134,103.9129479,4.316666666666666,7.629959357460808,7.679234152635313
6 BELMONT ROAD,1.3136089614548536,103.79916722767156,HOLLAND VILLAGE MRT STATION,1.312240296,103.7963991,5.75,7.272028180194482,8.036622544155588
PEAKVILLE PARK,1.3332081661474005,103.9448090755876,TANAH MERAH MRT STATION,1.327310982,103.9464517,7.833333333333334,7.3173498122653315,8.6506131831456
15 SOMMERVILLE WALK,1.3444796070721152,103.86991334155204,WOODLEIGH MRT STATION,1.339190045,103.8708183,5.2,5.411736373123545,6.275789098498835
SINGAPORE PRISON SERVICE (HEADQUARTERS),1.3544554907290296,103.96861812434535,TAMPINES EAST MRT STATION,1.356191483,103.9546345,11.133333333333333,7.339251388699693,9.634134444293089
33C NEWTON ROAD,1.3163491892842956,103.84091764574136,NEWTON MRT STATION,1.312318922,103.8379846,5.283333333333334,5.56027768371148,6.370155480302517
APOLLO GARDENS,1.3387238416584295,103.95758058551104,UPPER CHANGI MRT STATION,1.341739774,103.9614728,3.083333333333334,5.74313446969697,5.59964090909091
WOODLANDS AVENUE 7,1.4442233028584144,103.807020253402,ADMIRALTY MRT STATION,1.440588562,103.8009905,6.4,7.741880146386094,8.587504117108876
DUNEARN ESTATE,1.326706419326136,103.8235937360598,STEVENS MRT STATION,1.320065558,103.8260244,7.666666666666666,6.808654958460406,8.321190633434991
33 LORONG H TELOK KURAU,1.3158300568098202,103.90745513516654,EUNOS MRT STATION,1.319783549,103.9032258,-1.333333333333334,7.564742589703589,5.095660738429538
5 PRINCESS OF WALES ROAD,1.3240702143271408,103.80879770132567,TAN KAH KEE MRT STATION,1.326392241,103.8065482,2.9666666666666663,6.444989957598751,6.159058632745667
BAN GUAN PARK,1.3222033936227746,103.78466837139996,DOVER MRT STATION,1.311405293,103.7786378,9.3,5.250789042628278,7.261739233729742
HAI SING PARK,1.3656215502370137,103.89302077828772,HOUGANG MRT STATION,1.371292266,103.8923805,8.099999999999998,6.363509425180359,8.128007540144287
SERANGOON PARK,1.34729910234563,103.86722529095854,LORONG CHUAN MRT STATION,1.351639278,103.8639457,5.9833333333333325,7.906088627356791,8.560204235218766
JERVOIS LODGE,1.2943974862581775,103.82314519492336,REDHILL MRT STATION,1.289634534,103.816741,6.983333333333334,7.800900620238467,8.604853829524108
17 THONG SOON GREEN,1.398815724773134,103.81930901331296,SPRINGLEAF MRT STATION,1.397581061,103.8178569,1.966666666666666,6.684539767649687,5.931098480786417
THE OLD HOUSE,1.3625410067812471,103.88759431859704,KOVAN MRT STATION,1.360179171,103.8850649,3.9166666666666665,5.094204303159527,5.565030109194288
NANYANG PARK,1.364556743035123,103.87591045948696,KOVAN MRT STATION,1.360179171,103.8850649,8.616666666666665,7.226914439209125,8.951198218033966
TREASURE CREST,1.398277805567424,103.8923566186224,CHENG LIM LRT STATION,1.396277633,103.8937972,3.75,7.960518750399284,7.784415000319427
MERA TERRACE,1.3470215445946108,103.96400062181014,UPPER CHANGI MRT STATION,1.341739774,103.9614728,4.533333333333333,6.083025533964991,6.403553760505327
ESTE VILLA,1.3823432832372704,103.86409651528813,FERNVALE LRT STATION,1.391885892,103.8763086,16.266666666666666,6.833990500940945,11.432259067419423
16B KIM KEAT CLOSE,1.32362631149911,103.85298785942028,NOVENA MRT STATION,1.320440791,103.8438256,12.866666666666667,7.385382314594679,10.69797251834241
GRANGE HEIGHTS,1.2978316601053277,103.83533287519845,SOMERSET MRT STATION,1.300264167,103.8390858,6.966666666666667,7.661764705882353,8.61647843137255
18 SANDY LANE,1.3121401555189256,103.89289211183574,PAYA LEBAR MRT STATION,1.31719912,103.8923649,3.033333333333334,6.216577896138483,6.017795650244121
CANBERRA STREET,1.4511564817941451,103.82976088884128,CANBERRA MRT STATION,1.443076641,103.8297026,11.933333333333334,7.345047656206455,10.385971458298497
HOOVER PARK,1.3423077374999637,103.77279195156407,BEAUTY WORLD MRT STATION,1.34090149,103.7757467,2.333333333333333,7.02525,6.3285333333333345
SENNETT ESTATE,1.331327653978715,103.87424418776035,POTONG PASIR MRT STATION,1.331879714,103.8690579,4.533333333333332,7.374305750350633,7.50217793361384
VARSITY PARK CONDOMINIUM,1.294561475160776,103.7671655635068,KENT RIDGE MRT STATION,1.293536986,103.7845724,21.58333333333333,6.822533997907821,13.477976370197569
HILLVIEW GARDEN ESTATE,1.3588759609532624,103.75789976264215,BUKIT GOMBAK MRT STATION,1.358611591,103.7517909,18.816666666666663,7.869132893496701,13.197966916288127
79N JALAN SENANG,1.3279842262634252,103.91498112207462,KEMBANGAN MRT STATION,1.321038134,103.9129479,5.783333333333333,7.536157749267769,8.083659532747548
HAPPY GARDENS,1.3305165422703549,103.88108702544022,MATTAR MRT STATION,1.326876715,103.8832475,3.1833333333333336,7.384087399187782,6.946803252683559
FUDU PARK,1.389759647705469,103.83819626885033,LENTOR MRT STATION,1.38550658,103.8357438,4.316666666666666,8.0,7.9038666666666675
MEDWAY PARK,1.306290530385223,103.77549528773628,DOVER MRT STATION,1.311405293,103.7786378,8.116666666666664,7.44946200118614,8.854636267615579
ONE DRAYCOTT,1.3102506579536328,103.83048176148093,NEWTON MRT STATION,1.312318922,103.8379846,11.133333333333333,6.12122052704577,9.05730975496995
HOCK SENG PARK,1.33638076181998,103.7863386403064,KING ALBERT PARK MRT STATION,1.335661613,103.7833991,22.73333333333333,5.853280369041518,13.626557628566546
KINGS VILLE,1.3195737438597372,103.80667436351553,FARRER ROAD MRT STATION,1.317439152,103.8073792,2.883333333333333,6.272239422084623,5.997724871001032
MABELLE,1.310697026374683,103.90944397846,KEMBANGAN MRT STATION,1.321038134,103.9129479,9.783333333333331,7.340454660085744,9.199097061401929
PASIR PANJANG GARDENS,1.308867354838685,103.76200586861032,CLEMENTI MRT STATION,1.315116253,103.7651915,-30.98333333333333,6.816381175952756,-8.592628392571127
ONE LYNWOOD,1.344097206218677,103.86303485352722,LORONG CHUAN MRT STATION,1.351639278,103.8639457,9.233333333333334,7.947229907551118,9.763717259374229
BOON LAY BUS INTERCHANGE,1.3394623422216207,103.705235838909,BOON LAY MRT STATION,1.338610339,103.7060849,-2.583333333333333,7.350586737014464,4.675336056278239
EMERALD HILL CONSERVATION AREA,1.3040373142603872,103.83933786468968,SOMERSET MRT STATION,1.300264167,103.8390858,1.5000000000000009,6.26394821142552,5.389358569140417
19A TAMPINES AVENUE,1.36649952694986,103.92627679151722,PASIR RIS MRT STATION,1.37300805,103.9492651,22.0,6.656361428967468,13.147489143173976
2 LIANG SEAH STREET,1.2979025506259088,103.856830991058,BUGIS MRT STATION,1.300465085,103.8557067,2.0499999999999994,5.254589963280293,4.910671970624234
MCMAHON PARK,1.3163792530261071,103.78695756704109,DOVER MRT STATION,1.311405293,103.7786378,9.283333333333331,5.599365859971528,7.5650260213105565
PAVILION PARK,1.371206769408548,103.75254619674487,TECK WHYE LRT STATION,1.376684679,103.7537122,6.333333333333333,5.616702052370842,6.726894975230007
816 YISHUN STREET 81,1.41197190553612,103.83367753912628,KHATIB MRT STATION,1.41738337,103.8329799,0.2333333333333325,7.320417365771812,5.627067225950783
KEW RESIDENCIA,1.318968003544767,103.9483542858302,TANAH MERAH MRT STATION,1.327310982,103.9464517,2.0500000000000007,6.739514560775934,5.610411648620747
2 JALAN MAHIR,1.34454782567715,103.8838628055617,BARTLEY MRT STATION,1.342501178,103.8801779,7.566666666666667,6.10081915563957,7.683321991178324
139A YIO CHU KANG ROAD,1.359739891674324,103.87365670307476,SERANGOON MRT STATION,1.350633615,103.8727717,7.933333333333333,5.172624863497902,7.105033224131655
36 MARGOLIOUTH ROAD,1.3193756989769174,103.82330622282024,STEVENS MRT STATION,1.320065558,103.8260244,4.133333333333333,6.428134878819811,6.683841236389182
MAYFAIR PARK,1.3410091834782456,103.78236118125614,KING ALBERT PARK MRT STATION,1.335661613,103.7833991,2.200000000000001,6.29573987029214,5.566391896233713
CENTURION RESIDENCES,1.32988632861832,103.86996415001636,POTONG PASIR MRT STATION,1.331879714,103.8690579,3.0166666666666666,7.367071041675992,6.9083235000074605
FRANKEL ESTATE,1.3131119961796205,103.92063044189152,KEMBANGAN MRT STATION,1.321038134,103.9129479,4.300000000000001,7.841800908715407,7.538240726972326
WASHINGTON VILLA,1.3889282530334974,103.8613915179276,FERNVALE LRT STATION,1.391885892,103.8763086,14.916666666666668,6.4935100638193415,10.66107471772214
FERNWOOD TERRACES,1.3100258031642784,103.92529804582315,KEMBANGAN MRT STATION,1.321038134,103.9129479,13.3,7.945660801693346,11.146328641354678
VILLA VERDE,1.3911188834946002,103.75206637862436,YEW TEE MRT STATION,1.397297711,103.7473577,6.433333333333335,7.426589530442597,8.171204957687412
BINJAI CREST,1.343943700346491,103.7880633095422,KING ALBERT PARK MRT STATION,1.335661613,103.7833991,27.75,6.708517614762848,16.07702961720299
SINGAPORE - MAIN ISLAND,1.3556905483825488,103.74483181365667,BUKIT GOMBAK MRT STATION,1.358611591,103.7517909,6.483333333333333,7.642768521800781,8.425748150773959
SERANGOON GARDEN ESTATE,1.3604564084830784,103.86276516293007,LORONG CHUAN MRT STATION,1.351639278,103.8639457,10.45,6.687820811945871,9.223056649556696
CHIP THYE GARDEN,1.3814761850070607,103.83767343307024,LENTOR MRT STATION,1.38550658,103.8357438,5.866666666666667,6.747435974329755,7.5812154461304715
35A SHREWSBURY ROAD,1.318355886827264,103.84732443496368,NOVENA MRT STATION,1.320440791,103.8438256,5.2333333333333325,6.857996363321499,7.467930423990532
SELETAR HILLS ESTATE,1.385236095590498,103.87367777522516,FERNVALE LRT STATION,1.391885892,103.8763086,-0.3499999999999978,7.669471302564829,5.434577042051865
19 ROCHALIE DRIVE,1.3013317134612927,103.8213273262608,ORCHARD MRT STATION,1.302422248,103.8238685,3.366666666666667,6.815063649222066,6.63051758604432
LUXUS HILLS,1.3803201945129773,103.87135285190088,FERNVALE LRT STATION,1.391885892,103.8763086,9.466666666666669,7.412008541640499,8.945073499979067
PARK VILLAS,1.3678213579006824,103.88009273214384,KOVAN MRT STATION,1.360179171,103.8850649,9.216666666666669,7.29330642448705,9.250311806256308
SERANGOON GARDEN ESTATE,1.3647395628491148,103.8685587623005,LORONG CHUAN MRT STATION,1.351639278,103.8639457,14.0,6.598909210202577,10.489727368162061
SEA VIEW PARK,1.2995869664430093,103.89589546191672,DAKOTA MRT STATION,1.308547984,103.8890647,11.95,8.0,10.8294
HILLCREST PARK,1.3324097173770528,103.80692341920252,TAN KAH KEE MRT STATION,1.326392241,103.8065482,8.216666666666665,6.432095611714259,7.918543156038074
JEWEL @ BUANGKOK,1.380953798262646,103.89229895929948,BUANGKOK MRT STATION,1.38287002,103.8931226,2.8666666666666663,8.0,7.401466666666668
3 GUAN SOON AVENUE,1.3370122043400583,103.953979547931,SIMEI MRT STATION,1.343197079,103.9533772,5.366666666666667,7.672092445328032,7.936540622929094
SEMBAWANG HILLS ESTATE,1.3709481741832708,103.830247207796,MAYFLOWER MRT STATION,1.371463188,103.8365678,6.666666666666667,7.556107716070108,8.526352839522755
SOMMERVILLE PARK,1.3120200989029789,103.80690573019209,FARRER ROAD MRT STATION,1.317439152,103.8073792,3.916666666666668,5.650009843165561,5.7968745411991165
DESKER ROAD CONSERVATION AREA,1.3091989850936234,103.85716438033984,JALAN BESAR MRT STATION,1.305171388,103.8552957,3.5333333333333337,6.653318077803205,6.6291877955758975
MANDARIN PARK,1.3422265706469936,103.7706416567474,BEAUTY WORLD MRT STATION,1.34090149,103.7757467,6.566666666666666,5.402559867877788,6.7049145609688985
4 SUNSET CRESCENT,1.328083198427428,103.76811374537807,CLEMENTI MRT STATION,1.315116253,103.7651915,9.35,6.437828396352027,8.339862717081623
SUMMER GARDENS,1.3309360986108305,103.95020213405084,TANAH MERAH MRT STATION,1.327310982,103.9464517,4.433333333333333,6.395091600414795,6.642206613665169
15 COUNTRYSIDE VIEW,1.3879276193469612,103.83979968172036,LENTOR MRT STATION,1.38550658,103.8357438,6.9,7.524826113904001,8.5826608911232
ARCHIPELAGO,1.3382814633554496,103.92023467931612,BEDOK NORTH MRT STATION,1.334742117,103.9179783,7.866666666666667,5.026477570150344,7.052648722786942
BUANGKOK DRIVE,1.3799480065979226,103.9015541871894,KANGKAR LRT STATION,1.383959117,103.9022254,5.466666666666666,5.558908487493086,6.3749934566611355
SELETAR HILLS ESTATE,1.3845908801490296,103.86928602475838,FERNVALE LRT STATION,1.391885892,103.8763086,11.916666666666668,6.704567897751319,9.707920984867723
DUCHESS GARDEN,1.323285465623237,103.8006816833026,TAN KAH KEE MRT STATION,1.326392241,103.8065482,7.099999999999998,7.528647771088413,8.57391821687073
MUGLISTON HILL,1.3857810869039715,103.87828570248116,FERNVALE LRT STATION,1.391885892,103.8763086,-2.4999999999999982,7.645520386266096,4.608416309012878
ANGSANA PARK,1.3466500547827964,103.77628583193707,BEAUTY WORLD MRT STATION,1.34090149,103.7757467,5.800000000000001,5.8539903688812,6.85459229510496
17B LORONG 15 GEYLANG,1.3132636871922392,103.87800363542452,ALJUNIED MRT STATION,1.316432612,103.882906,5.366666666666666,6.257742257742257,6.991660472860473
MARYLAND ESTATE,1.3197894944525328,103.78675788668072,DOVER MRT STATION,1.311405293,103.7786378,7.016666666666666,5.795496668837349,6.767264001736546
107 LANGSAT ROAD,1.3157143512686311,103.90430399981804,EUNOS MRT STATION,1.319783549,103.9032258,1.1333333333333329,6.494775128456787,5.370953436098763
OPERA ESTATE,1.3192951313822208,103.9264404121338,KEMBANGAN MRT STATION,1.321038134,103.9129479,10.483333333333333,7.274165664461816,9.637265864902787
SAINT PATRICK'S LOFT,1.308537205036616,103.91363255382684,KEMBANGAN MRT STATION,1.321038134,103.9129479,12.716666666666669,7.937702396373058,11.022628583765115
BARTLEY RISE ESTATE,1.345005725263232,103.87387170025228,SERANGOON MRT STATION,1.350633615,103.8727717,0.0333333333333314,5.826870039961726,4.348429365302713
CORAL ISLAND,1.2514841536873396,103.84617627513512,TANJONG PAGAR MRT STATION,1.276568292,103.8460067,56.01666666666666,,
TOH ESTATE,1.3651060145910103,103.973329579471,CHANGI AIRPORT MRT STATION,1.357478974,103.9878836,32.3,7.996352193179629,18.217881754543704
TANGLIN HILL VILLAS,1.3015636109953648,103.81648754061167,NAPIER MRT STATION,1.306782234,103.8189568,11.216666666666669,5.5979960733870415,8.678463525376301
PARC OASIS,1.3438743067054604,103.73386371213708,CHINESE GARDEN MRT STATION,1.342244948,103.7327666,0.0333333333333332,7.1334970217796565,5.516930950757058
FENGLI GARDENS,1.3477639182053616,103.87883543272616,BARTLEY MRT STATION,1.342501178,103.8801779,1.7833333333333314,5.997546085707446,5.11957020189929
26 LIMAU GROVE,1.322922271027487,103.95164794872764,BEDOK MRT STATION,1.320401487,103.9571838,13.016666666666666,7.295073068893529,10.85572512178149
GAMBIER COURT,1.2925313079771796,103.8397310097923,FORT CANNING MRT STATION,1.292481948,103.8443314,7.566666666666666,5.963188576668632,7.659217528001573
ENG AUN PARK,1.3229568599538024,103.84279676737528,NOVENA MRT STATION,1.320440791,103.8438256,2.6166666666666663,6.430102773787159,6.014548885696394
THE RAINFOREST,1.3836464320089947,103.74881833220276,CHOA CHU KANG LRT STATION,1.384755411,103.7445377,6.533333333333333,6.51648424543947,7.662320729684909
TAI HWAN PARK,1.355435661344629,103.85975066310962,LORONG CHUAN MRT STATION,1.351639278,103.8639457,7.783333333333334,6.524546660769572,8.118570661948992
ADAM GREEN,1.325239208887994,103.81317644421016,BOTANIC GARDENS MRT STATION,1.322113736,103.8149845,-16.166666666666664,6.682714781886891,-1.6107636805813426
THE WHITLEY RESIDENCES,1.32590495497465,103.8382228871564,NOVENA MRT STATION,1.320440791,103.8438256,9.033333333333331,6.157321321587856,8.200190390603618
GOLDLEAF GARDENS,1.3117953235123696,103.91480977332223,KEMBANGAN MRT STATION,1.321038134,103.9129479,0.3666666666666671,7.952976044976779,5.9604475026480905
154 JALAN LOYANG BESAR,1.3771756958073045,103.95847151881983,PASIR RIS MRT STATION,1.37300805,103.9492651,9.283333333333331,7.948545505193203,9.778969737487895
10 CHAPEL ROAD,1.3059807846002427,103.90745051412812,EUNOS MRT STATION,1.319783549,103.9032258,3.56666666666667,7.499191215000112,6.706419638666757
CHARLTON PARK,1.354982992033489,103.88559557190092,KOVAN MRT STATION,1.360179171,103.8850649,4.616666666666667,7.590645922955009,7.638783405030674
NORTHPOINT CITY,1.4274794611443784,103.83602061015633,YISHUN MRT STATION,1.429443085,103.835005,7.15,6.953845076341223,8.313676061072979
THE CLEARWATER,1.3376657405668777,103.93473295022504,BEDOK RESERVOIR MRT STATION,1.33660783,103.9322346,2.8500000000000005,6.672230215827338,6.329984172661871
RAFFLES PARK,1.3334843914521948,103.80302322072572,SIXTH AVENUE MRT STATION,1.330857645,103.7969068,9.683333333333332,6.400049221682151,8.758372710679055
BALMORAL RESIDENCES,1.3150277705267908,103.835083763713,NEWTON MRT STATION,1.312318922,103.8379846,16.683333333333334,5.615972955841961,10.923311698006902
HOLLAND GROVE PARK,1.3137230388923546,103.77995650038538,DOVER MRT STATION,1.311405293,103.7786378,-9.733333333333334,6.992877421925587,1.0681686042071359
20 SIMON LANE,1.3638404506853552,103.88490366310184,KOVAN MRT STATION,1.360179171,103.8850649,3.0666666666666664,7.000372023809525,6.715764285714286
18 RAMSGATE ROAD,1.2983433312488952,103.8901075060374,DAKOTA MRT STATION,1.308547984,103.8890647,2.866666666666667,6.626550868486353,5.92370736145575
CAMDEN PARK,1.327544735967185,103.81557501522347,BOTANIC GARDENS MRT STATION,1.322113736,103.8149845,-14.05,6.916940339354132,-0.6712670498084305
SHAMROCK PARK,1.3259231008437886,103.7975309789502,SIXTH AVENUE MRT STATION,1.330857645,103.7969068,5.1000000000000005,6.960750690673526,7.322200552538822
33 GLASGOW ROAD,1.3628427747485865,103.87994971161724,KOVAN MRT STATION,1.360179171,103.8850649,5.583333333333334,6.939022179246993,7.626151076730928
115A HO CHING ROAD,1.3341451445885235,103.72497362759567,LAKESIDE MRT STATION,1.344259115,103.7209491,9.55,6.706839329105672,8.89427146328454
PALM ISLES,1.3566795331123171,103.96348286381952,TAMPINES EAST MRT STATION,1.356191483,103.9546345,18.916666666666664,6.54853408689509,12.57349393618274
14 GENTLE ROAD,1.3203179742937483,103.84059587441809,NOVENA MRT STATION,1.320440791,103.8438256,2.9000000000000004,6.300573138710861,5.96685851096869
THOMSON HILLS ESTATE,1.3778021491649204,103.8344039834794,MAYFLOWER MRT STATION,1.371463188,103.8365678,9.383333333333333,7.510976239669422,9.462714325068871
SELETAR HILLS ESTATE,1.3834551866589129,103.8723120524275,FERNVALE LRT STATION,1.391885892,103.8763086,0.8500000000000014,7.678578795379539,5.890263036303632
ISCA HOUSE,1.2822984130051571,103.84941875258572,TELOK AYER MRT STATION,1.282068948,103.8486488,1.2999999999999998,6.5694145758661895,5.752931660692952
OEI TIONG HAM PARK,1.314588736842612,103.79115961045734,HOLLAND VILLAGE MRT STATION,1.312240296,103.7963991,5.516666666666667,5.606289630436176,6.534698371015606
30 LAKESHORE VIEW,1.2495656352391256,103.83820736583868,HARBOURFRONT MRT STATION,1.265389384,103.8215302,28.433333333333334,7.042723813626247,16.10153936391701
JALAN KAYU ESTATE,1.398274762279271,103.87229405922648,THANGGAM LRT STATION,1.397318156,103.8756352,5.583333333333333,6.09805993084902,6.81258127801255
EAST COAST HILL,1.3174697300550402,103.93714452772078,TANAH MERAH MRT STATION,1.327310982,103.9464517,1.06666666666667,6.656981482534449,4.9172518526942275
BUKIT CHERMIN ROAD,1.2699206615590195,103.81202475829156,TELOK BLANGAH MRT STATION,1.270706478,103.8097616,5.583333333333333,5.204360087367635,6.329193500880128
58A LORONG H TELOK KURAU,1.3161764075568918,103.9103840654962,KEMBANGAN MRT STATION,1.321038134,103.9129479,3.1999999999999997,7.52519445383835,7.0095555630706805
19 JALAN AMPANG,1.321475311312782,103.79519699382972,HOLLAND VILLAGE MRT STATION,1.312240296,103.7963991,13.616666666666664,7.097702120469712,10.814828363042436
MACPHERSON GARDEN ESTATE,1.3328338108492688,103.88047051019883,MATTAR MRT STATION,1.326876715,103.8832475,8.316666666666666,7.4082462660402495,9.026663679498867
WEST COAST GARDENS,1.3145848859502882,103.75657361795564,CLEMENTI MRT STATION,1.315116253,103.7651915,-22.26666666666667,6.909416707859615,-4.746133300378975
