1.432477388270949614e+00,1.037913216676051036e+02
1.349428009750324176e+00,1.038758436737416559e+02
1.362619375476816552e+00,1.037459395990036768e+02
1.348037171080935126e+00,1.039456495181096045e+02
1.294382455848061442e+00,1.038104626740681624e+02
1.402141694346481726e+00,1.038927202317495784e+02
1.420390256668903950e+00,1.038411573525444709e+02
1.351958016269544816e+00,1.037038633688229936e+02
1.336515258155281272e+00,1.038525776352573189e+02
1.317124825119429632e+00,1.038777494365801886e+02
1.310822220683432349e+00,1.037607938252608619e+02
1.361745454987451032e+00,1.039528414705011272e+02
1.366203801205870372e+00,1.038486010062186153e+02
1.386039532440511257e+00,1.037601864958237599e+02
1.387154374997681128e+00,1.039047223721986200e+02
1.333722696870158764e+00,1.039145995750239280e+02
1.451800908457218320e+00,1.038196321925288288e+02
1.273025222215572017e+00,1.038238915444872816e+02
1.382401919804443269e+00,1.037417524136435816e+02
1.375812782258898581e+00,1.038827793684000227e+02
1.349257918306097537e+00,1.037306756226530808e+02
1.312928634749774170e+00,1.038536702164891210e+02
1.345175874685630379e+00,1.036933298075728658e+02
1.376999330122905096e+00,1.039415712919276586e+02
1.395882267634780627e+00,1.038787201350677805e+02
1.404412787815438657e+00,1.039076759370224465e+02
1.328972585432191211e+00,1.039353742756392620e+02
1.340347695118101479e+00,1.037449503427576900e+02
1.306101199737957685e+00,1.037997823713402425e+02
1.429236725030688548e+00,1.037740859234982906e+02
1.313590644259629681e+00,1.038963672087924692e+02
1.396881453803969553e+00,1.037466395019819174e+02
1.440681641599151019e+00,1.037977333423651771e+02
1.328724983208649180e+00,1.037224932790946639e+02
1.355900516799531719e+00,1.039373747640909755e+02
1.283249842538976893e+00,1.038257141798602987e+02
1.304521598376832792e+00,1.039145649844236914e+02
1.375758250902843205e+00,1.038948679942615598e+02
1.433465652468451701e+00,1.038301430011276096e+02
1.346988715410857296e+00,1.039539090085025492e+02
1.356926651353068225e+00,1.038473501936427823e+02
1.381709788057038146e+00,1.037705887041727095e+02
1.372551425658188773e+00,1.039569854671732116e+02
1.369073774162888668e+00,1.038373735931452302e+02
1.322619880370447865e+00,1.038612990365396911e+02
1.327551082578426245e+00,1.039018347843855423e+02
1.348189034486812155e+00,1.037513324699827990e+02
1.351840999086741935e+00,1.037186438085703486e+02
1.321598768766332865e+00,1.037396031078170182e+02
1.392935544486655353e+00,1.038928030149921824e+02
1.337586328439340777e+00,1.037019233109752037e+02
1.285538200109576534e+00,1.038417743001919149e+02
1.283666961910062909e+00,1.038170127356597021e+02
