,Unnamed: 0.1,Unnamed: 0,index,Latitude_x,Longitude_x,index_x,join_key,MRT Name,Latitude_y,Longitude_y,index_y,euclidean_distance,coordinate_pair,distance,duration
57,57,57,12296,1.4176575961825648,103.90280758613748,57,A,SAMUDERA LRT STATION,1.41590172160383,103.902156317163,99,0.2082342115587952,"[[103.90280758613748, 1.4176575961825648], [103.902156317163, 1.41590172160383]]",655.3,193.4
58,58,58,12582,1.329532328394165,103.88689926933428,58,A,MACPHERSON MRT STATION,1.32615024457361,103.889298600376,171,0.4610526916473,"[[103.88689926933428, 1.3295323283941647], [103.889298600376, 1.32615024457361]]",675.4,135.1
59,59,59,12708,1.4271940529260363,103.85158594775211,59,A,YISHUN MRT STATION,1.42944308477331,103.835005047246,83,1.860027535489018,"[[103.85158594775211, 1.4271940529260363], [103.835005047246, 1.42944308477331]]",3126.9,842.2
60,60,60,12857,1.4159659620025002,103.83414554338896,60,A,KHATIB MRT STATION,1.41738337009565,103.832979908243,17,0.2040334646720907,"[[103.83414554338896, 1.4159659620025002], [103.832979908243, 1.41738337009565]]",402.5,276.8
61,61,61,13136,1.436643254262956,103.83779202669284,61,A,YISHUN MRT STATION,1.42944308477331,103.835005047246,83,0.8584711914217367,"[[103.83779202669284, 1.436643254262956], [103.835005047246, 1.42944308477331]]",1753.6,559.8
62,62,62,13420,1.3583035916342328,103.88606619683274,62,A,KOVAN MRT STATION,1.36017917065237,103.885064856353,153,0.2364014395265394,"[[103.88606619683274, 1.3583035916342328], [103.885064856353, 1.36017917065237]]",841.2,186.5
63,63,63,13657,1.331158877705397,103.92511734443046,63,A,BEDOK NORTH MRT STATION,1.33474211664091,103.91797832995,176,0.8880121094542602,"[[103.92511734443046, 1.331158877705397], [103.91797832995, 1.33474211664091]]",1940.4,414.9
64,64,64,13736,1.394629448134859,103.91310356960057,64,A,CORAL EDGE LRT STATION,1.39390922863313,103.912580845515,41,0.0989444189939201,"[[103.91310356960057, 1.3946294481348587], [103.912580845515, 1.39390922863313]]",438.7,100.4
65,65,65,13949,1.3889995410271168,103.98795002672024,65,A,CHANGI AIRPORT MRT STATION,1.35747897447692,103.98788356959,40,3.5049348709807493,"[[103.98795002672024, 1.3889995410271168], [103.98788356959, 1.35747897447692]]",,
66,66,66,14248,1.3481371699232108,103.85006389464333,66,A,BISHAN MRT STATION,1.35131580146658,103.84914026532,125,0.3680588401271115,"[[103.85006389464333, 1.3481371699232108], [103.84914026532, 1.35131580146658]]",494.1,107.3
67,67,67,14422,1.3351261502425211,103.87209203229304,67,A,WOODLEIGH MRT STATION,1.33919004519388,103.87081830915,85,0.47354849289212,"[[103.87209203229305, 1.3351261502425211], [103.87081830915, 1.33919004519388]]",1014.6,261.6
68,68,68,14651,1.3875054447710005,103.89694162515364,68,A,RANGGUNG LRT STATION,1.38423355918277,103.897194667804,100,0.3649028599685598,"[[103.89694162515364, 1.3875054447710005], [103.897194667804, 1.38423355918277]]",467.6,100.6
69,69,69,14807,1.311720531078266,103.76928038036944,69,A,CLEMENTI MRT STATION,1.31511625277378,103.765191452888,42,0.5909199037740878,"[[103.76928038036944, 1.311720531078266], [103.765191452888, 1.31511625277378]]",639.0,127.8
70,70,70,15088,1.3057662989339631,103.7833262606836,70,A,BUONA VISTA MRT STATION,1.3072237082044,103.790253514502,109,0.7869422967127555,"[[103.7833262606836, 1.3057662989339631], [103.790253514502, 1.3072237082044]]",1694.7,407.9
71,71,71,15346,1.3682677771117435,103.87261119290233,71,A,KOVAN MRT STATION,1.36017917065237,103.885064856353,153,1.6509034689262685,"[[103.87261119290233, 1.3682677771117435], [103.885064856353, 1.36017917065237]]",2408.8,572.3
72,72,72,15550,1.3771997075669322,103.748851402442,72,A,KEAT HONG LRT STATION,1.3786032506373,103.749055668925,143,0.1577100744854453,"[[103.74885140244201, 1.3771997075669322], [103.749055668925, 1.3786032506373]]",502.5,204.6
73,73,73,15749,1.3893162106689907,103.8741652100297,73,A,FERNVALE LRT STATION,1.39188589234766,103.87630862552,128,0.3720428069085282,"[[103.8741652100297, 1.3893162106689907], [103.87630862552, 1.39188589234766]]",588.2,202.6
74,74,74,15851,1.4312364378004545,103.77995549763844,74,A,MARSILING MRT STATION,1.43252114855026,103.774074641403,15,0.6691436529745255,"[[103.77995549763844, 1.4312364378004543], [103.774074641403, 1.43252114855026]]",788.7,245.9
75,75,75,16071,1.354335696061895,103.96033447016262,75,A,TAMPINES EAST MRT STATION,1.35619148271544,103.9546344625,21,0.6663894099999226,"[[103.96033447016262, 1.354335696061895], [103.9546344625, 1.35619148271544]]",1022.4,229.2
76,76,76,16279,1.4444321332667944,103.77276908813832,76,A,MARSILING MRT STATION,1.43252114855026,103.774074641403,15,1.332368365649844,"[[103.77276908813832, 1.4444321332667944], [103.774074641403, 1.43252114855026]]",2121.6,438.8
77,77,77,16524,1.3569337613764818,103.74014740478052,77,A,BUKIT GOMBAK MRT STATION,1.35861159094192,103.751790910733,47,1.3077120160276197,"[[103.74014740478052, 1.3569337613764818], [103.751790910733, 1.35861159094192]]",1710.8,401.1
78,78,78,16782,1.3322993070082307,103.84965522660332,78,A,TOA PAYOH MRT STATION,1.33259672794159,103.847577286075,91,0.2333494163287056,"[[103.84965522660332, 1.3322993070082307], [103.847577286075, 1.33259672794159]]",366.3,209.7
79,79,79,16989,1.37980801926143,103.84150197259844,79,A,YIO CHU KANG MRT STATION,1.38149882492597,103.845170704861,84,0.4490761847023721,"[[103.84150197259844, 1.37980801926143], [103.845170704861, 1.38149882492597]]",860.3,237.4
80,80,80,17189,1.3019409521652276,103.88362078428372,80,A,MOUNTBATTEN MRT STATION,1.30620190525331,103.882528081052,70,0.4891199675283194,"[[103.88362078428372, 1.3019409521652276], [103.882528081052, 1.30620190525331]]",776.3,216.7
81,81,81,17419,1.441772483199321,103.79032077692509,81,A,WOODLANDS MRT STATION,1.43605761708128,103.787938777173,86,0.6884217888843921,"[[103.79032077692509, 1.441772483199321], [103.787938777173, 1.43605761708128]]",1167.9,331.3
82,82,82,17757,1.3192285155957597,103.94557010130274,82,A,TANAH MERAH MRT STATION,1.32731098211445,103.946451703007,210,0.9040569608517312,"[[103.94557010130274, 1.3192285155957597], [103.946451703007, 1.32731098211445]]",1307.2,325.6
83,83,83,17773,1.3819207343422384,103.94369230175448,83,A,PASIR RIS MRT STATION,1.37300805046319,103.949265083922,11,1.1687316179270664,"[[103.94369230175448, 1.3819207343422384], [103.949265083922, 1.37300805046319]]",1830.5,430.5
84,84,84,18053,1.3387079613008284,103.77362882572064,84,A,BEAUTY WORLD MRT STATION,1.34090149001429,103.775746717778,78,0.3390001740917303,"[[103.77362882572064, 1.3387079613008284], [103.775746717778, 1.34090149001429]]",521.5,152.1
85,85,85,18291,1.4011713380623023,103.90169484277304,85,A,PUNGGOL LRT STATION,1.40519470149606,103.902411911915,102,0.454423248709522,"[[103.90169484277304, 1.4011713380623023], [103.902411911915, 1.40519470149606]]",659.5,161.3
86,86,86,18545,1.3433715679969556,103.7061269124601,86,A,BOON LAY MRT STATION,1.33861033900695,103.706084900902,142,0.5294451063794858,"[[103.7061269124601, 1.3433715679969556], [103.706084900902, 1.33861033900695]]",1170.9,325.6
87,87,87,18645,1.3767856843293131,103.7397419371452,87,A,SOUTH VIEW LRT STATION,1.38029828742399,103.745291799824,28,0.7301835594625304,"[[103.7397419371452, 1.3767856843293131], [103.745291799824, 1.38029828742399]]",805.5,189.3
88,88,88,18914,1.4299664525108295,103.84339056805456,88,A,YISHUN MRT STATION,1.42944308477331,103.835005047246,83,0.9339519908140476,"[[103.84339056805456, 1.4299664525108295], [103.835005047246, 1.42944308477331]]",1808.8,546.8
89,89,89,19143,1.3381532057455416,103.7214787907682,89,A,LAKESIDE MRT STATION,1.34425911493819,103.720949087456,98,0.6814948183972652,"[[103.7214787907682, 1.3381532057455416], [103.720949087456, 1.34425911493819]]",988.2,262.7
90,90,90,19367,1.3786624206904408,103.87905320236814,90,A,SENGKANG LRT DEPOT,1.38987312371034,103.883852884646,108,1.3559553064269505,"[[103.87905320236814, 1.3786624206904408], [103.883852884646, 1.38987312371034]]",3197.2,680.4
91,91,91,19546,1.3272195838463068,103.85756876136954,91,A,BOON KENG MRT STATION,1.31993957653291,103.862052698446,73,0.9506579068824442,"[[103.85756876136954, 1.3272195838463068], [103.862052698446, 1.31993957653291]]",2368.9,604.2
92,92,92,19730,1.3503717236066928,103.74588045392116,92,A,BUKIT BATOK MRT STATION,1.34903331201636,103.749566478309,43,0.4359434386329358,"[[103.74588045392116, 1.3503717236066928], [103.749566478309, 1.34903331201636]]",730.3,305.4
93,93,93,20045,1.3870133069886323,103.76546498208116,93,A,JELAPANG LRT STATION,1.38673926997961,103.76453408646,144,0.1078737114326745,"[[103.76546498208116, 1.3870133069886323], [103.76453408646, 1.38673926997961]]",194.1,79.8
94,94,94,20300,1.4452151368879849,103.83174594896865,94,A,CANBERRA MRT STATION,1.44307664075699,103.829702590959,185,0.3288405610303523,"[[103.83174594896865, 1.4452151368879849], [103.829702590959, 1.44307664075699]]",917.5,254.6
95,95,95,20349,1.3494336785880316,103.9333539237946,95,A,TAMPINES WEST MRT STATION,1.3456336579777,103.938492495285,19,0.7105214051095596,"[[103.9333539237946, 1.3494336785880316], [103.938492495285, 1.3456336579777]]",1161.8,325.4
96,96,96,20653,1.2756419763680185,103.83950412311589,96,A,OUTRAM PARK MRT STATION,1.27973970679335,103.839513521005,110,0.4556480317749189,"[[103.83950412311589, 1.2756419763680185], [103.839513521005, 1.27973970679335]]",801.3,215.9
97,97,97,20811,1.37213791124516,103.85732023968572,97,A,ANG MO KIO MRT STATION,1.36942855699191,103.849455226442,54,0.9247490048911544,"[[103.85732023968573, 1.37213791124516], [103.849455226442, 1.36942855699191]]",1725.1,460.0
98,98,98,20976,1.305827281281948,103.8623129166334,98,A,LAVENDER MRT STATION,1.30737781747063,103.862767633888,4,0.1796692133590722,"[[103.86231291663341, 1.305827281281948], [103.862767633888, 1.30737781747063]]",460.4,140.8
99,99,99,21207,1.3609124046648151,103.95803394649506,99,A,TAMPINES EAST MRT STATION,1.35619148271544,103.9546344625,21,0.646817164493976,"[[103.95803394649506, 1.3609124046648151], [103.9546344625, 1.35619148271544]]",1017.4,220.0
100,100,100,21547,1.3753673909478197,103.77359719316692,100,A,PENDING LRT STATION,1.37613574334988,103.771261175571,148,0.2733721792525635,"[[103.77359719316692, 1.3753673909478197], [103.771261175571, 1.37613574334988]]",460.4,270.2
101,101,101,21656,1.344916917136854,103.75741220184112,101,A,BUKIT BATOK MRT STATION,1.34903331201636,103.749566478309,43,0.9849766254016528,"[[103.75741220184112, 1.344916917136854], [103.749566478309, 1.34903331201636]]",1410.0,330.4
102,102,102,21909,1.4024676694109992,103.75019483844864,102,A,YEW TEE MRT STATION,1.39729771118639,103.74735767326,82,0.655702916661262,"[[103.75019483844864, 1.4024676694109992], [103.74735767326, 1.39729771118639]]",879.8,224.8
103,103,103,22091,1.3993617199290949,103.91813155822196,103,A,KADALOOR LRT STATION,1.39950910636258,103.916574974234,50,0.1738070004184902,"[[103.91813155822196, 1.3993617199290949], [103.916574974234, 1.39950910636258]]",665.4,195.1
104,104,104,22268,1.4431417600860352,103.80693659397264,104,A,ADMIRALTY MRT STATION,1.44058856161847,103.800990519771,12,0.7193567121873263,"[[103.80693659397264, 1.4431417600860352], [103.800990519771, 1.44058856161847]]",997.8,221.4
105,105,105,22473,1.3086360272035835,103.88541244775529,105,A,DAKOTA MRT STATION,1.30854798388121,103.889064718377,3,0.4061260620979439,"[[103.88541244775529, 1.3086360272035835], [103.889064718377, 1.30854798388121]]",616.0,131.0
106,106,106,22703,1.3618978283662635,103.93583456325216,106,A,TAMPINES WEST MRT STATION,1.3456336579777,103.938492495285,19,1.8324704551839257,"[[103.93583456325216, 1.3618978283662635], [103.938492495285, 1.3456336579777]]",2486.5,606.6
107,107,107,22909,1.3693959421083557,103.949647487418,107,A,PASIR RIS MRT STATION,1.37300805046319,103.949265083922,11,0.4038913754830112,"[[103.949647487418, 1.3693959421083555], [103.949265083922, 1.37300805046319]]",567.6,167.8
108,108,108,23211,1.3833032291361167,103.89545404394303,108,A,RANGGUNG LRT STATION,1.38423355918277,103.897194667804,100,0.2194098377453021,"[[103.89545404394303, 1.3833032291361167], [103.897194667804, 1.38423355918277]]",582.9,126.9
109,109,109,23459,1.2996168042710607,103.79796868984572,109,A,COMMONWEALTH MRT STATION,1.30250199924325,103.798228523336,134,0.3221167263946423,"[[103.79796868984572, 1.2996168042710607], [103.798228523336, 1.30250199924325]]",1077.3,255.1
110,110,110,23648,1.308622750600233,103.79401320563068,110,A,BUONA VISTA MRT STATION,1.3072237082044,103.790253514502,109,0.4459628097227813,"[[103.79401320563068, 1.308622750600233], [103.790253514502, 1.3072237082044]]",1238.4,352.6
111,111,111,23893,1.377157412896861,103.76738624176596,111,A,PETIR LRT STATION,1.37777204259082,103.766645782497,140,0.1069862062575684,"[[103.76738624176596, 1.377157412896861], [103.766645782497, 1.37777204259082]]",1074.2,260.6
112,112,112,23999,1.3526955949960908,103.87208186186216,112,A,SERANGOON MRT STATION,1.35063361526525,103.872771660431,32,0.2417644096366828,"[[103.87208186186216, 1.3526955949960908], [103.872771660431, 1.35063361526525]]",388.3,233.0
113,113,113,24358,1.3353585240789,103.93660330019505,113,A,BEDOK RESERVOIR MRT STATION,1.33660782955099,103.932234623286,177,0.5051203472955587,"[[103.93660330019505, 1.3353585240789], [103.932234623286, 1.33660782955099]]",764.8,369.0
114,114,114,24437,1.3045182588389768,103.76417746044278,114,A,CLEMENTI MRT STATION,1.31511625277378,103.765191452888,42,1.1838219379455737,"[[103.76417746044278, 1.3045182588389768], [103.765191452888, 1.31511625277378]]",1803.3,436.5
