,Name,Description,geometry,within
524,kml_525,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Khatib Bongsu (opp bank) Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>B817983C83C90FBE</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.840959783056 1.42773163068333 0, 103.841004434128 1.42773665789239 0, 103.8410490852 1.42774168419622 0, 103.841093737171 1.42774671049918 0, 103.841138388244 1.42775173680126 0, 103.841183039316 1.42775676310247 0, 103.841227690389 1.42776179030716 0, 103.841272341463 1.4277668166066 0, 103.841316992536 1.42777184290519 0, 103.841361643609 1.4277768692029 0, 103.841406294683 1.4277818964041 0, 103.841450945757 1.42778692270007 0, 103.841495596831 1.42779194899516 0, 103.841540248804 1.42779697528937 0, 103.841584899879 1.42780200158271 0, 103.841629448516 1.42780769348733 0, 103.841673533491 1.42781642134214 0, 103.841717618466 1.4278251491961 0, 103.841761703442 1.4278338770492 0, 103.841805787519 1.42784260490145 0, 103.841849872496 1.42785133275287 0, 103.841893957472 1.42786006060341 0, 103.841936225517 1.42787457186662 0, 103.841977282274 1.4278929366279 0, 103.84201833993 1.42791130138844 0, 103.842059397587 1.42792966614823 0, 103.842099031884 1.42795067889002 0, 103.842136786339 1.42797519333509 0, 103.842174539897 1.42799970687517 0, 103.842212294354 1.42802422131899 0, 103.842248812355 1.42805048480662 0, 103.842284217906 1.42807832279544 0, 103.842319624357 1.42810616078371 0, 103.842355029909 1.42813399967577 0, 103.842389313125 1.42816306488907 0, 103.842419813284 1.4281962675814 0, 103.842450312545 1.42822947117766 0, 103.842480812705 1.4282626747735 0, 103.842511311967 1.42829587836893 0, 103.842541812129 1.42832908196392 0, 103.842572311394 1.4283622855585 0, 103.842602810659 1.42839548915265 0, 103.842633310824 1.42842869184201 0, 103.842663810091 1.42846189543532 0, 103.842694310257 1.4284950990282 0, 103.842724809526 1.42852830262067 0, 103.842755309694 1.4285615062127 0, 103.842785808964 1.42859470980431 0, 103.842816308236 1.42862791249115 0, 103.842846808406 1.42866111608191 0, 103.84287730768 1.42869431967227 0, 103.842907807852 1.42872752326218 0, 103.842938307127 1.42876072685168 0, 103.842968806403 1.42879393044077 0, 103.842999306578 1.42882713312505 0, 103.843029805855 1.42886033671328 0, 103.843060306032 1.42889354030109 0, 103.843090805311 1.42892674388847 0, 103.84312130549 1.42895994747544 0, 103.843151804771 1.42899315106198 0, 103.843182304053 1.42902635464811 0, 103.843212804234 1.42905955732943 0, 103.843243303518 1.42909276091469 0, 103.843273803701 1.42912596449954 0, 103.843304302986 1.42915916808396 0, 103.843334803171 1.42919237166795 0, 103.843365302458 1.42922557525154 0, 103.843395801746 1.42925877793032 0, 103.843426301934 1.42929198151306 0, 103.843456801223 1.42932518509536 0, 103.843487301413 1.42935838867723 0, 103.843517800704 1.4293915922587 0, 103.843548300895 1.42942479583973 0, 103.843578800188 1.42945799942035 0, 103.84360878459 1.42949163890621 0, 103.843635472966 1.42952801320271 0, 103.84366109921 1.42956515259546 0, 103.843685641754 1.42960302724062 0, 103.843709079931 1.42964160367682 0, 103.843731393073 1.42968084934712 0, 103.843752563208 1.42972073169451 0, 103.843772572365 1.42976121635329 0, 103.843791403469 1.42980226895775 0, 103.843809040345 1.42984385604654 0, 103.843825468617 1.42988594144518 0, 103.843840673906 1.42992848988359 0, 103.843854643632 1.42997146518729 0, 103.843867366113 1.4300148311818 0, 103.843878830566 1.4300585507883 0, 103.843889026206 1.43010258783228 0, 103.843897945846 1.43014690433052 0, 103.843905581397 1.43019146320415 0, 103.843911926569 1.43023622646996 0, 103.843916975971 1.43028115614468 0, 103.843919282867 1.43032629745322 0, 103.843920780131 1.43037149031423 0, 103.843922277395 1.4304166840796 0, 103.843922990187 1.4304618896053 0, 103.843922990394 1.43050710779541 0, 103.843922990601 1.43055232598549 0, 103.843922990809 1.43059754417555 0, 103.843922991016 1.4306427623656 0, 103.843922991223 1.43068798055563 0, 103.843922991431 1.43073319874564 0, 103.843922991638 1.43077841693563 0, 103.843922991845 1.43082363512561 0, 103.843922992053 1.43086885331557 0, 103.84392299226 1.43091407150551 0, 103.843922992467 1.43095928969543 0, 103.843922992675 1.43100450788533 0, 103.843922992882 1.43104972607522 0)",YISHUN EAST
525,kml_526,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Yishun Park</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>39E188F9AFFA3FA0</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.840953232149 1.42686148347616 0, 103.841018318854 1.42682718616411 0, 103.841056827925 1.42679996920462 0, 103.841056890826 1.42679991675131 0, 103.841117398369 1.42678525952139 0, 103.841173583798 1.42680452589662 0, 103.841248739328 1.42680139020824 0, 103.841270590366 1.42679431619854 0, 103.84132379948 1.42676123257529 0, 103.841362706545 1.42671196902762 0, 103.841382723373 1.42665234244064 0, 103.841384808895 1.42662082535351 0, 103.84149776366 1.42660933048861 0, 103.841570201826 1.42660195875916 0, 103.841632333146 1.42659563612693 0, 103.841700113012 1.42658873829693 0, 103.841780332082 1.42658057430965 0, 103.841844177014 1.4265740771231 0, 103.841924966689 1.42656585524934 0, 103.841984294401 1.42655981749268 0, 103.842039988138 1.42653553692097 0, 103.842110129411 1.42650495649402 0, 103.842218064496 1.42645789931363 0, 103.842285224241 1.42642861936809 0, 103.842376564939 1.42636013786578 0, 103.842452107424 1.42627523136682 0, 103.842499888932 1.42622152733794 0, 103.842548559142 1.42616682307809 0, 103.842594690839 1.42611497390409 0, 103.84264649352 1.42605674894099 0, 103.842695164622 1.42600204558234 0, 103.842750483472 1.42593986943686 0, 103.842845660965 1.42583289274867 0, 103.842885825129 1.42578775035579 0, 103.842977042535 1.42568522495744 0, 103.843014681676 1.42564594285063 0, 103.843097465043 1.42557937227641 0, 103.843151790115 1.42553740323109 0, 103.843245785272 1.42548778128615 0, 103.843392948164 1.4254100921724 0, 103.843475273234 1.42534472710353 0, 103.843560107913 1.42524478728635 0, 103.843615180496 1.42517990888177 0, 103.843697201688 1.42508328266122 0, 103.84375004487 1.42502103053606 0, 103.843786500504 1.42497322298391 0, 103.843862484932 1.42487357711405 0, 103.843936670543 1.42481084828654 0, 103.844010532658 1.42474839167165 0, 103.844087820186 1.42468303926526 0, 103.84422680309 1.4245983765867 0, 103.844284034068 1.42453638578943 0, 103.844321828854 1.4245454084465 0, 103.84436055545 1.42454844059233 0, 103.844440607277 1.42453521388417 0, 103.844512295794 1.4244968938304 0, 103.844568006359 1.42443756457628 0, 103.844601946683 1.42436345360091 0, 103.844609637524 1.42432234932178 0, 103.844610468518 1.42428053786386 0, 103.844604411813 1.42423913973413 0, 103.844591639047 1.42419933874393 0, 103.844572505169 1.42416221379749 0, 103.844517459881 1.42410000649511 0, 103.84448302756 1.42407659810904 0, 103.844445186015 1.42405922998516 0, 103.844405089937 1.42404841579636 0, 103.844363728675 1.42404441780331 0, 103.844322286573 1.424047357185 0, 103.844281885072 1.42405715525642 0, 103.84424145435 1.42396779797016 0, 103.844195873079 1.42391515335813 0, 103.844118529229 1.42384316726517 0, 103.844024373713 1.42378513286919 0, 103.843956303368 1.42372148315332 0, 103.843888419934 1.42365800797673 0, 103.843847847479 1.4236177178491 0, 103.843787516723 1.42355780673272 0, 103.843741640765 1.42351225142096 0, 103.843704323923 1.42347519437671 0, 103.843664077664 1.42343522800649 0, 103.843619994407 1.42339145156783 0, 103.843565020397 1.42338493315922 0, 103.843454539635 1.42339982128764 0, 103.843404356074 1.42340753482807 0, 103.843290438212 1.42342504561888 0, 103.843208817361 1.4234108284678 0, 103.843136225557 1.42339818396396 0, 103.843074298101 1.42335534812939 0, 103.843026638429 1.4233029033668 0, 103.84298849121 1.42324307624091 0, 103.842944052919 1.423173382531 0, 103.84289488981 1.42309627938675 0, 103.842808350917 1.42306510451498 0, 103.842759420827 1.42305611805299 0, 103.842688334224 1.42305554045567 0, 103.842579833903 1.42305465823675 0, 103.842476993804 1.42305382211268 0, 103.842356608724 1.42305284316364 0, 103.842186582703 1.42302505182065 0, 103.842094078985 1.42299566758528 0, 103.841978431158 1.42296276726685 0, 103.841914491027 1.42295635647164 0, 103.841932664732 1.42287831703672 0, 103.84193246869 1.42283806922789 0, 103.841913565653 1.42276025602278 0, 103.841871729727 1.42269205086471 0, 103.841843388979 1.4226636810755 0, 103.841775379012 1.42262193950814 0, 103.841697960889 1.42260333340957 0, 103.841658016749 1.42260335164221 0, 103.841617874044 1.42260981437181 0, 103.841546197188 1.4226395302177 0, 103.841488963435 1.42268696430696 0, 103.841447713858 1.42274890523909 0, 103.84142519365 1.42282493518918 0, 103.841426790721 1.42290420900717 0, 103.841452348695 1.42297924489129 0, 103.841473444124 1.42301290071781 0, 103.841499484485 1.4230429101314 0, 103.841600201429 1.42310404567215 0, 103.841638696184 1.42311322753933 0, 103.84171057984 1.42311422117366 0, 103.841773258271 1.4230977958872 0, 103.841802563056 1.42308370940755 0, 103.841831368585 1.42316824742637 0, 103.841853476925 1.42325430570531 0, 103.8418664097 1.4233246941055 0, 103.841866504427 1.42342652909363 0, 103.841865461373 1.42348377171259 0, 103.84189687726 1.42355331717642 0, 103.841942763069 1.4235991727741 0, 103.84198428975 1.42362749277202 0, 103.842053526318 1.42366698246195 0, 103.842107165105 1.42369448215347 0, 103.842221730201 1.42373611591094 0, 103.842282657409 1.42375024997655 0, 103.84223989449 1.42378151309743 0, 103.842158179588 1.42384818130861 0, 103.842119226706 1.42388358730341 0, 103.842059205529 1.42393713853433 0, 103.842012245359 1.42398793411757 0, 103.84198596537 1.42404195820078 0, 103.841974475318 1.42410394062986 0, 103.841977966596 1.42417148212701 0, 103.841985329784 1.42420733831741 0, 103.84201129216 1.42428321886858 0, 103.841932138334 1.4243812413567 0, 103.841849430562 1.4244759710665 0, 103.841823559319 1.42450181426409 0, 103.841724350661 1.42458315944539 0, 103.841671614324 1.4246335254698 0, 103.841634890008 1.42469130269676 0, 103.841618331884 1.42475180108108 0, 103.841605191277 1.42486150860324 0, 103.84160119269 1.42490188213313 0, 103.841595426108 1.42506383472812 0, 103.841589468686 1.42513074863093 0, 103.841578215928 1.42521555267844 0, 103.841565751742 1.42526508654007 0, 103.841541939265 1.42532026457714 0, 103.841483459054 1.42535450128835 0, 103.84145016894 1.42535562372219 0, 103.841411134122 1.42535395621336 0, 103.841373209946 1.4253475371723 0, 103.841338269977 1.42533669216349 0, 103.841307439253 1.42532178111996 0, 103.841268493295 1.42529093702187 0, 103.841251264585 1.42528596308035 0, 103.841223380409 1.42529020645183 0, 103.841173353227 1.42531940039318 0, 103.841140534974 1.42535047535161 0, 103.841114182112 1.4253889298966 0, 103.841108160706 1.42540539024349 0, 103.841102611145 1.42544717639399 0, 103.84110235875 1.42547976695486 0, 103.841110774312 1.42555495211917 0, 103.841122099363 1.42558536674122 0, 103.841167739996 1.42566520925206 0, 103.841229223693 1.42574258641145 0, 103.841242845519 1.42576501820524 0, 103.841262053976 1.42581249543194 0, 103.841253747547 1.42585688616008 0, 103.841214360522 1.42586994621439 0, 103.841162180113 1.42584325138155 0, 103.841147573448 1.42582632535774 0, 103.841135313896 1.425806618407 0, 103.841105201901 1.42575004150726 0, 103.841083710194 1.42572254349304 0, 103.841038962903 1.42568518527802 0, 103.840976217811 1.42567430960883 0, 103.840921535837 1.42568020353001 0, 103.840894369644 1.42568857622044 0, 103.840867318482 1.42570056455683 0, 103.840761786178 1.42572879371502 0, 103.840740467111 1.42573449579819 0, 103.840662860312 1.42575525572024 0)",YISHUN SOUTH
526,kml_527,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Khatib Bongsu Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>7EC6394B37468E36</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.8331152162 1.41822730087393 0, 103.833021024359 1.41803960555873 0, 103.832610836872 1.41722201797885 0, 103.832592906453 1.41718096437291 0, 103.832593803253 1.41715389585663 0, 103.832615319955 1.41713720401853 0, 103.832646249368 1.41712186511148 0, 103.832682558627 1.41711329356076 0, 103.83270183335 1.41710021013326 0, 103.832718262244 1.41708000393457 0, 103.832715188197 1.41699205544656 0, 103.832711395263 1.41696675586478 0, 103.832636356902 1.4168136307523 0, 103.832655688273 1.41666310300009 0, 103.832655404324 1.41664732818004 0, 103.83265200677 1.41661915905146 0, 103.832643939255 1.41659180927519 0, 103.832622594209 1.41653934530856 0, 103.832596031066 1.41648134753717 0, 103.832540785909 1.41637717926412 0, 103.83250543727 1.41633295042939 0, 103.832481446783 1.41629141660284 0, 103.832470747304 1.41627065421177 0, 103.832451531018 1.41622389497187 0, 103.83237710644 1.41605596450833 0, 103.832251627762 1.41576907760447 0, 103.832241340736 1.415755060863 0, 103.832182535428 1.41560855478147 0, 103.832165670755 1.41556721901061 0, 103.832140521119 1.41549654838241 0, 103.832028730649 1.41527291087715 0, 103.831932110139 1.41507482979588 0, 103.831820741113 1.41490393659373 0, 103.831549227046 1.41436118237991 0, 103.831362872951 1.41398850650747 0, 103.831193260457 1.41365040265949 0, 103.831080127679 1.41342535248717 0, 103.831071573151 1.4134050847783 0, 103.831066350585 1.41338370108755 0, 103.831064594768 1.41336175217273 0, 103.831066586059 1.41333838974073 0, 103.831068110971 1.41332819846485 0, 103.831068621378 1.41331790589921 0, 103.831067182757 1.41330065696415 0, 103.8310629055 1.413283891861 0, 103.831055910916 1.41326807814604 0, 103.831046394896 1.41325365986214 0, 103.831034622523 1.41324104126023 0, 103.831020924476 1.41323057413815 0, 103.830990920687 1.41320644386892 0, 103.830963636021 1.41318406806815 0, 103.830947164045 1.41316643838028 0, 103.830935571393 1.4131515679118 0, 103.830854607989 1.41299866520391 0, 103.830748558791 1.41281205320299 0, 103.830728787233 1.4127725577981 0, 103.830715713779 1.41269958646442 0, 103.830713018061 1.41266157333118 0, 103.830709509108 1.41263740329608 0, 103.830703954971 1.4126141502837 0, 103.83069661264 1.4125961326322 0, 103.830525675777 1.41229916462901 0, 103.830468115167 1.41218428320452 0, 103.83027665027 1.41180340374611 0, 103.83007070188 1.41152598891416 0, 103.83000233224 1.41139621801378 0, 103.829980916296 1.4113556075189 0, 103.829942584517 1.41128291920918 0, 103.829916258696 1.4112458972227 0, 103.82987902405 1.41120330072013 0, 103.829843262173 1.41117062780499 0, 103.829809883344 1.41113959360045 0, 103.829787933628 1.41111092070728 0, 103.829764555169 1.41107663261581 0, 103.829726411206 1.41100372182912 0, 103.82972175926 1.41098211927972 0, 103.82972019845 1.41096007178809 0, 103.82972178359 1.41093785518529 0, 103.829726506591 1.41091609438683 0, 103.829734271304 1.41089523705271 0, 103.829744916881 1.41087570913804 0, 103.829758225863 1.41085791308447 0, 103.829760003319 1.41082369828513 0, 103.82974047535 1.4107587269385 0, 103.829703088922 1.41067250029729 0, 103.82966687871 1.41060841248731 0, 103.829619060578 1.41053901785034 0, 103.829587629902 1.41050361828067 0, 103.829532915998 1.41045278389251 0)",KHATIB
527,kml_528,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Mandai Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>618BAA098785F8F7</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.804467815234 1.41500355565475 0, 103.804384519795 1.41500235904136 0, 103.803785703099 1.41541916730131 0, 103.803083141835 1.41581397086853 0, 103.802694415566 1.41594676613041 0, 103.802212544084 1.41596424011954 0, 103.801252582205 1.41581463161592 0, 103.799722839466 1.41548425476453 0, 103.798419151875 1.41516946252986 0, 103.797412743595 1.41489830615043 0, 103.796474460848 1.41463961708132 0, 103.794746536711 1.414119122962 0, 103.791718029023 1.41302204096048 0, 103.79056298548 1.41260751650429 0, 103.7900644277 1.41244232970893 0, 103.789534902999 1.41232077415174 0, 103.789274784221 1.41230206967665 0, 103.788499215567 1.41224685962864 0)",CENTRAL WATER CATCHMENT
528,kml_529,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Woodlands (SLE) Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>609D75408B429FDC</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.795242309585 1.42334929783002 0, 103.795151490432 1.42331957440675 0, 103.794895815383 1.4233195520459 0, 103.794252571762 1.42354569358019 0, 103.793322213308 1.42391241959385 0, 103.79280300091 1.42419317468136 0, 103.791911648283 1.4246455946759 0, 103.79051529816 1.42532671124195 0, 103.787166929439 1.42666056340687 0, 103.786983515703 1.4268148350743 0, 103.786955251818 1.42692847682463 0, 103.786873586759 1.42720416496717 0, 103.786951078821 1.42768779574629 0, 103.787323067361 1.42916985795885 0, 103.787741582887 1.43078460111542 0, 103.787981839031 1.43178308564121 0, 103.78801129702 1.43190551172612 0, 103.78805300723 1.4319876884513 0)",WOODLANDS SOUTH
529,kml_530,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Mandai Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>66AA5CA2AF25C34E</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.788416102632 1.41229407393739 0, 103.788346663661 1.41228510401142 0, 103.788254797918 1.41226884809201 0, 103.788160634536 1.41225032126686 0, 103.787783381805 1.41216913365327 0, 103.787429989138 1.41209400297661 0, 103.787077169032 1.41201197196328 0, 103.786725132655 1.41192309035789 0, 103.786374092975 1.41182741152268 0, 103.786066097358 1.41173317326285 0, 103.785809552664 1.41165528962934 0, 103.785576120432 1.41158145709039 0, 103.785358222034 1.41150927621885 0, 103.785152726818 1.41143769879632 0, 103.784906917877 1.41112892582385 0, 103.784438025509 1.41098021324946 0, 103.784170557102 1.41089047752175 0, 103.783930429977 1.41080074234807 0, 103.783678415383 1.41071579278715 0, 103.78355240853 1.4106739153288 0, 103.783284938942 1.4106428030642 0, 103.783198160208 1.41062605237015 0, 103.783045999552 1.41060690640157 0, 103.782931879589 1.4105889577255 0, 103.782801116979 1.41056861573413 0, 103.782696595507 1.41055998581902 0, 103.782629522286 1.41056511480426 0)",CENTRAL WATER CATCHMENT
530,kml_531,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Choa Chu Kang Park</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Western Adventure Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>727420818C3B08E3</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","MULTILINESTRING Z ((103.747729873151 1.38813018167058 0, 103.74773258791 1.38812572687667 0, 103.747799108039 1.3880165627204 0, 103.747811582567 1.38795277301624 0, 103.747798625527 1.38786583521208 0, 103.747813441139 1.38781890744366 0, 103.747809095608 1.38779435020894 0, 103.747563764926 1.38755986251882 0, 103.747350514413 1.38727387340306 0, 103.747349857586 1.38727299252935 0, 103.747233677907 1.38695277409473 0, 103.746726881541 1.38684400491851 0, 103.746823413948 1.38629350816801 0, 103.746853649863 1.38605275696268 0, 103.746814533477 1.38591798280999 0, 103.746793182571 1.3858150148568 0, 103.746783438648 1.38568494356725 0, 103.746656005732 1.38508234454359 0, 103.746619521178 1.3849260954782 0, 103.746555932931 1.38486815330377 0, 103.74648371651 1.38491060687364 0), (103.748868717627 1.38887157095941 0, 103.748277555102 1.38891673703459 0, 103.748039818483 1.38857216515418 0, 103.747729846192 1.38813022507902 0))",CENTRAL
531,kml_532,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Canberra Sembawang Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>98C2C6F847509F2C</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.830491862596 1.45264135237347 0, 103.829446945168 1.45181853273138 0, 103.828783921873 1.45128322688752 0, 103.8287647745 1.4512684486423 0)",ADMIRALTY
532,kml_533,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Canberra PC</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>664D9C7D7F1D9DD3</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.826101007104 1.4480107853872 0, 103.826163417541 1.44802693661748 0, 103.826230107967 1.44805744463281 0, 103.826265547795 1.4480803757895 0)",ADMIRALTY
533,kml_534,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Yishun Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>B88AAD9F4040BAF8</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.826598950698 1.44756869327068 0, 103.826592004399 1.44760914272401 0, 103.826560510616 1.44779251864307 0, 103.826384233483 1.44796454887718 0, 103.826265547795 1.4480803757895 0)",
534,kml_535,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Yishun Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>8DBD5F37F33C68FE</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.828461494864 1.44528277957475 0, 103.828395874421 1.4453909340953 0, 103.828206620624 1.44570343293041 0, 103.828145280205 1.44580277442873 0, 103.828022241704 1.44600436766155 0, 103.827915548787 1.44617216214242 0, 103.827671836945 1.44651514870712 0, 103.827382975763 1.44686397912355 0, 103.827207046464 1.44705788146057 0, 103.826881608618 1.44737364455729 0, 103.826826032748 1.44742688428719 0, 103.826834948627 1.44743795101123 0, 103.826851591533 1.44746128092893 0, 103.826834651084 1.44747533830914 0, 103.82678145385 1.44751302479823 0, 103.826692889501 1.44755370191278 0, 103.826598950698 1.44756869327068 0)",SEMBAWANG SPRINGS
535,kml_536,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Yishun Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>0851BF914114863E</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.828618761951 1.44502213596044 0, 103.828484161211 1.44524545201198 0, 103.828461494864 1.44528277957475 0)",SEMBAWANG SPRINGS
536,kml_537,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>PARK</th> <td>Yishun Park Connector</td> </tr><tr bgcolor=""""> <th>PCN_LOOP</th> <td>Northern Explorer Loop</td> </tr><tr bgcolor=""#E3E3F3""> <th>MORE_INFO</th> <td>http://www.nparks.gov.sg/pcn</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>146594A98442757F</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20221031160852</td> </tr></table></center>","LINESTRING Z (103.830747873449 1.44153035221157 0, 103.830713161444 1.44159232550488 0)",YISHUN WEST
