Description,Latitude,Longitude,RackType,RackCount,ShelterIndicator
680212-2,1.3824638010072356,103.74730496965117,HDB_RACKS,7,Y
680213-1,1.3822912022312093,103.74689713361103,HDB_RACKS,4,Y
680213-2,1.3821885940985985,103.74715203876218,HDB_RACKS,16,Y
680214-1,1.382785624886871,103.74670709829142,HDB_RACKS,5,Y
680215-1,1.3829768722737392,103.74686466677655,HDB_RACKS,3,Y
680215-2,1.382939564100108,103.74706395473102,HDB_RACKS,7,Y
680217-1,1.3834526407598018,103.74677195809802,HDB_RACKS,5,Y
680217-2,1.38327071787962,103.74649852482911,HDB_RACKS,7,Y
680218-1,1.3826689716502756,103.74555772854423,HDB_RACKS,4,Y
680218-2,1.3828275716848175,103.74581262421867,HDB_RACKS,6,Y
680218-3,1.382962846871077,103.74599336764899,HDB_RACKS,7,Y
680219-1,1.3826176602925613,103.74548821188516,HDB_RACKS,4,Y
680220-1,1.382174537212198,103.74542797869942,HDB_RACKS,5,Y
680223-1,1.3815588048686929,103.74469110478438,HDB_RACKS,16,Y
680224-1,1.3808684654078187,103.74458916986798,HDB_RACKS,8,Y
680225-1,1.3812929434483525,103.74498772703394,HDB_RACKS,12,Y
680226-1,1.3814235637585526,103.74542337182238,HDB_RACKS,12,Y
680227-1,1.380947808569066,103.745872942463,HDB_RACKS,9,Y
680227-2,1.3811110593675409,103.7457570722682,HDB_RACKS,12,Y
680229-1,1.3807659052551349,103.74612785030415,HDB_RACKS,7,Y
680229-2,1.3804907249791778,103.74670254684473,HDB_RACKS,8,Y
680230-1,1.380294812473948,103.74652644031909,HDB_RACKS,7,Y
680233-1,1.3805513881736649,103.74740236444481,HDB_RACKS,7,Y
680234-1,1.3801222932009367,103.74830612047832,HDB_RACKS,5,Y
680235-1,1.3795252600519294,103.7486954451926,HDB_RACKS,7,Y
680236-1,1.3796465292718456,103.74852859656004,HDB_RACKS,7,Y
680237-1,1.3793853165731658,103.74839883794753,HDB_RACKS,7,Y
680248-1,1.3790260830687417,103.74583820563315,HDB_RACKS,7,Y
680249-1,1.3795671493874178,103.74563426498536,HDB_RACKS,7,Y
680250-1,1.3793059296582872,103.7453191241165,HDB_RACKS,8,Y
680251-1,1.3782610619556122,103.74437371153101,HDB_RACKS,21,Y
680252-1,1.3783263965267492,103.7452450070159,HDB_RACKS,8,Y
680272-1,1.3786854476782562,103.74288604842675,HDB_RACKS,6,Y
680273-1,1.3791425695862332,103.74308995200788,HDB_RACKS,6,Y
680274-1,1.378969972351707,103.74274236616496,HDB_RACKS,7,Y
680280-1,1.3808497452064188,103.7429415814572,HDB_RACKS,4,Y
680280-2,1.3809896848508583,103.74311768982069,HDB_RACKS,10,Y
680281-1,1.3802946594192576,103.74245497285594,HDB_RACKS,3,Y
680282-1,1.3804579445748983,103.74324284319547,HDB_RACKS,4,Y
680283-1,1.3798655433812195,103.74275623600545,HDB_RACKS,10,Y
680287-1,1.3788253294568797,103.74156055774353,HDB_RACKS,2,Y
680287-2,1.3791611674840338,103.74153737203906,HDB_RACKS,3,Y
680288-1,1.3789465786480288,103.74089317586001,HDB_RACKS,9,Y
680289-1,1.3793010684104108,103.74071704866829,HDB_RACKS,6,Y
680290-1,1.3789325626401019,103.74031385587476,HDB_RACKS,6,Y
680291-1,1.3784147839528929,103.73962796063546,HDB_RACKS,6,Y
680291-2,1.3787832863542564,103.73994309654267,HDB_RACKS,8,Y
680293-1,1.3784754445433454,103.74021191323516,HDB_RACKS,6,Y
680293-2,1.3783961545550438,103.74034631866044,HDB_RACKS,6,Y
680294-1,1.3786060725772935,103.74082367048612,HDB_RACKS,9,Y
680296-1,1.3773233679795949,103.74063365528383,HDB_RACKS,12,Y
680340-1,1.383921815078991,103.74551397122238,HDB_RACKS,4,Y
680341-1,1.38428754633129,103.7460280784979,HDB_RACKS,4,Y
680341-2,1.3845254386149735,103.74619954905216,HDB_RACKS,24,Y
680342-1,1.3841522889857412,103.74632933078604,HDB_RACKS,5,Y
680343-1,1.3836531734895074,103.74575002721741,HDB_RACKS,5,Y
680346-1,1.3833732733057325,103.74482775737648,HDB_RACKS,5,Y
680351-1,1.383611096012963,103.74315930199204,HDB_RACKS,8,Y
680352-1,1.3827435141690774,103.74321494964693,HDB_RACKS,5,Y
680354-1,1.3828321478599976,103.74346521321289,HDB_RACKS,6,Y
680402-1,1.3793150199096407,103.73965573275419,HDB_RACKS,7,Y
680405-1,1.3801825905689022,103.73932201004219,HDB_RACKS,5,Y
680406-1,1.3803878555526135,103.74008207100388,HDB_RACKS,7,Y
680407-1,1.380243291711058,103.74093483694621,HDB_RACKS,7,Y
680408-1,1.3798374660421304,103.74041578117568,HDB_RACKS,10,Y
680409-1,1.3808590369912532,103.74197759098627,HDB_RACKS,5,Y
680412-1,1.3817686098889899,103.74221391931765,HDB_RACKS,6,Y
680416-1,1.3833311933136494,103.74219995601372,HDB_RACKS,9,Y
680418-1,1.3824729112802698,103.74150480306545,HDB_RACKS,10,Y
680422-1,1.3824822144431825,103.74084669354264,HDB_RACKS,6,Y
680423-1,1.3818804769692945,103.74018397335114,HDB_RACKS,6,Y
680425-1,1.3813533763267254,103.73967419127649,HDB_RACKS,9,Y
680427-1,1.3809382561860943,103.7400310692702,HDB_RACKS,5,Y
680429-1,1.382892663872663,103.7403276056543,HDB_RACKS,5,Y
680430-1,1.3841660880243065,103.74121739431467,HDB_RACKS,6,Y
680431-1,1.3840168389136673,103.74154182024682,HDB_RACKS,8,Y
680434-1,1.3844972641295947,103.7412590927419,HDB_RACKS,7,Y
680435-1,1.3851269585111106,103.74116637693525,HDB_RACKS,7,Y
680436-1,1.3846185074617041,103.74044803739363,HDB_RACKS,11,Y
680437-1,1.3842640175823033,103.74061953040041,HDB_RACKS,5,Y
680438-1,1.384231336526377,103.73985946150314,HDB_RACKS,7,Y
680439-1,1.3839048294357568,103.73993362743471,HDB_RACKS,7,Y
680442-1,1.3809754695928214,103.7374820554654,HDB_RACKS,5,Y
680442-2,1.3809335092071509,103.73796405220101,HDB_RACKS,13,Y
680443-1,1.3809614881243697,103.73777403383964,HDB_RACKS,8,Y
680444-1,1.381605166044751,103.73744495365375,HDB_RACKS,8,Y
680445-1,1.381633117383533,103.7365829227579,HDB_RACKS,8,Y
680446-1,1.3808121922877818,103.73693518307896,HDB_RACKS,8,Y
680448-1,1.3801265353858154,103.73728280314643,HDB_RACKS,6,Y
680449-1,1.3792495817053583,103.73627713780138,HDB_RACKS,5,Y
680450-1,1.3795294409155103,103.73611955131778,HDB_RACKS,5,Y
680451-1,1.380266396045136,103.73552166235251,HDB_RACKS,5,Y
680453-1,1.380168420938085,103.73498869131579,HDB_RACKS,5,Y
680455-1,1.3794920891813203,103.73523898550116,HDB_RACKS,5,Y
680458-1,1.3779948340558585,103.7358832509135,HDB_RACKS,6,Y
680459-1,1.3783959458726556,103.7351787811052,HDB_RACKS,5,Y
680469-1,1.3778969489641282,103.73754706256784,HDB_RACKS,4,Y
680469-2,1.3777616729960627,103.73736168545612,HDB_RACKS,5,Y
680470-1,1.3783260545021883,103.73700480154129,HDB_RACKS,3,Y
680471-1,1.3785919233089472,103.73691673418057,HDB_RACKS,8,Y
680472-1,1.3792496282162505,103.7374172406968,HDB_RACKS,6,Y
680473-1,1.3793942591377908,103.73825145657547,HDB_RACKS,4,Y
680474-1,1.3785733184700693,103.7382236817503,HDB_RACKS,3,Y
680474-2,1.3786852823305562,103.73865932624926,HDB_RACKS,5,Y
680474-3,1.3784940300874136,103.7383951636827,HDB_RACKS,5,Y
680483-1,1.3759449064743134,103.73754941000523,HDB_RACKS,7,Y
680484-1,1.3762434216578843,103.73734547754111,HDB_RACKS,5,Y
680485-1,1.3749747137517137,103.73776263825779,HDB_RACKS,12,Y
680486-1,1.375590433732721,103.73814264749761,HDB_RACKS,7,Y
680501-1,1.3893254822692926,103.74294846608194,HDB_RACKS,5,Y
680501-2,1.3895836078031802,103.74329635082617,HDB_RACKS,6,Y
680502-1,1.3890281030542986,103.74323169915226,HDB_RACKS,10,Y
680503-1,1.388505121337723,103.74260952320161,HDB_RACKS,10,Y
680504-1,1.3888103605406097,103.7424400245191,HDB_RACKS,7,Y
680507-1,1.3887688000698952,103.74146324570451,HDB_RACKS,10,Y
680508-1,1.3887632050062364,103.74187469790155,HDB_RACKS,8,Y
680509-1,1.3879563148594298,103.74164168439013,HDB_RACKS,10,Y
680510-1,1.3878698992904739,103.74153798845727,HDB_RACKS,8,Y
680512-1,1.3895352619821961,103.7409770557952,HDB_RACKS,10,Y
680513-1,1.3897855739007166,103.74239427036233,HDB_RACKS,11,Y
680514-1,1.3903343765703464,103.7432695612422,HDB_RACKS,8,Y
680515-1,1.3901402405882208,103.7435104187402,HDB_RACKS,6,Y
680516-1,1.3908405044406578,103.74335986083177,HDB_RACKS,6,Y
680517-1,1.3910391174376449,103.74281125009124,HDB_RACKS,9,Y
680518-1,1.3911333709856146,103.7424611216333,HDB_RACKS,12,Y
680523-1,1.3917595068059931,103.74075618994611,HDB_RACKS,5,Y
680524-1,1.3916203659245805,103.74114088676691,HDB_RACKS,4,Y
680524-2,1.3915283470565303,103.74123678435691,HDB_RACKS,4,Y
680525-1,1.3914902006253982,103.74147317592265,HDB_RACKS,4,Y
680526-1,1.3914318549625624,103.74173298419817,HDB_RACKS,5,Y
680526-2,1.391422886047042,103.74196045427021,HDB_RACKS,5,Y
680527-1,1.391811169453504,103.74177868658026,HDB_RACKS,10,Y
680528-1,1.3923879856118624,103.74156346009899,HDB_RACKS,4,Y
680528-2,1.3922589427442689,103.74190243957241,HDB_RACKS,10,Y
680529-1,1.3922163086560884,103.74217228281698,HDB_RACKS,5,Y
680529-2,1.3924261686862796,103.74226482367675,HDB_RACKS,5,Y
680530-1,1.3928009721922034,103.74174408190333,HDB_RACKS,4,Y
680530-2,1.3925496007469012,103.741932534682,HDB_RACKS,8,Y
680531-1,1.3928525873836757,103.74156009690374,HDB_RACKS,5,Y
680531-2,1.3926371139786344,103.74141068882886,HDB_RACKS,8,Y
680535-1,1.3912916624948388,103.74395862421413,HDB_RACKS,6,Y
680536-1,1.3916283399164022,103.74420280697396,HDB_RACKS,9,Y
680537-1,1.392085084251484,103.744149267577,HDB_RACKS,10,Y
680540-1,1.3928569142678195,103.7437807661821,HDB_RACKS,5,Y
680541-1,1.3930523893331075,103.74438788517826,HDB_RACKS,5,Y
680542-1,1.3934305330930403,103.74504760707347,HDB_RACKS,4,Y
680543-1,1.3938006025562018,103.74439902716057,HDB_RACKS,10,Y
680544-1,1.393783081067122,103.7437020768561,HDB_RACKS,5,Y
680545-1,1.3933567387268289,103.74330997164485,HDB_RACKS,10,Y
680546-1,1.3929856542851464,103.74321406199513,HDB_RACKS,5,Y
680547-1,1.393183479136078,103.74250643921265,HDB_RACKS,5,Y
680547-2,1.3932267956841586,103.74243429369015,HDB_RACKS,5,Y
680548-1,1.3936535266224346,103.74203795448724,HDB_RACKS,5,Y
680548-2,1.3934065613909383,103.74190385598126,HDB_RACKS,10,Y
680549-1,1.3935806489485054,103.74275398542723,HDB_RACKS,5,Y
680549-2,1.393637784505091,103.74269283535888,HDB_RACKS,5,Y
680550-1,1.3939789338981232,103.74268085028697,HDB_RACKS,5,Y
680570-1,1.3943583826846784,103.74468379199577,HDB_RACKS,10,Y
680571-1,1.3939805009922481,103.7450011200282,HDB_RACKS,10,Y
680572-1,1.3938426931380563,103.74519483564437,HDB_RACKS,10,Y
680573-1,1.394431765766125,103.7455300691698,HDB_RACKS,10,Y
680574-1,1.3945611017665127,103.7452646053903,HDB_RACKS,10,Y
680701-1,1.391678920974094,103.74635596210192,HDB_RACKS,8,Y
680702-1,1.3916339959733928,103.74539256260066,HDB_RACKS,14,Y
680703-1,1.391364686545884,103.74606383118183,HDB_RACKS,10,Y
680704-1,1.3908978236595309,103.74562228955708,HDB_RACKS,10,Y
680705-1,1.3905522040583422,103.74632701211779,HDB_RACKS,12,Y
680706-1,1.3904175602832534,103.74696259389758,HDB_RACKS,11,Y
680708-1,1.3916901570052504,103.74672838766264,HDB_RACKS,11,Y
680751-1,1.392305777120403,103.74784388796935,HDB_RACKS,4,Y
680752-1,1.3922608728917771,103.74742909170823,HDB_RACKS,3,Y
680753-1,1.3923910360100915,103.74701428909972,HDB_RACKS,5,Y
680754-1,1.392373062040405,103.74651920843138,HDB_RACKS,5,Y
680756-1,1.3925480950597453,103.74559594222406,HDB_RACKS,6,Y
680757-1,1.3929072170208063,103.74584569974414,HDB_RACKS,6,Y
680758-1,1.393302251716304,103.74613559774876,HDB_RACKS,6,Y
680759-1,1.393145164632325,103.74680017237549,HDB_RACKS,12,Y
680760-1,1.3931900734070066,103.74733539396438,HDB_RACKS,5,Y
680761-1,1.3932349783139684,103.74776803120392,HDB_RACKS,5,Y
680762-1,1.3924314991321145,103.74874038207712,HDB_RACKS,5,Y
680763-1,1.3929611791722156,103.74843260981959,HDB_RACKS,2,Y
680763-2,1.3931003379190712,103.74850396793559,HDB_RACKS,8,Y
680765-1,1.3928894096973383,103.74990893640712,HDB_RACKS,5,Y
680765-2,1.393589673762987,103.74975280499629,HDB_RACKS,8,Y
680768-1,1.3940161200497738,103.74975278996153,HDB_RACKS,3,Y
680768-2,1.39405203306686,103.74980185081196,HDB_RACKS,4,Y
680769-1,1.3943438428195867,103.75066711854771,HDB_RACKS,6,Y
680785-1,1.394572678649445,103.74792408975385,HDB_RACKS,6,Y
681165-1,1.3827710368496835,103.75359017202805,HDB_RACKS,5,Y
681165-3,1.3827818124696474,103.75340698210479,HDB_RACKS,6,Y
681166-1,1.383161326575254,103.75318949866205,HDB_RACKS,5,Y
681476-1,1.376579285625019,103.73796649499599,HDB_RACKS,5,Y
681484-1,1.376579233045921,103.73666881848844,HDB_RACKS,7,Y
681485-1,1.3746948680613362,103.7382631814278,HDB_RACKS,12,Y
681487-1,1.376075565167613,103.73891196493314,HDB_RACKS,7,Y
681488-1,1.377092404100839,103.73874508080958,HDB_RACKS,10,Y
681489-1,1.3756465001790679,103.74049700061062,HDB_RACKS,7,Y
681490-1,1.3751707670414863,103.74149113147669,HDB_RACKS,6,Y
681801-1,1.3759661088119854,103.74296025614308,HDB_RACKS,8,Y
681801-2,1.3758028558453264,103.74301587703121,HDB_RACKS,8,Y
681803-1,1.3737738096134247,103.74306466380798,HDB_RACKS,10,Y
681804-1,1.373531234491632,103.74241583528871,HDB_RACKS,12,Y
681805-1,1.3728549237537537,103.74324544580202,HDB_RACKS,9,Y
681807-1,1.3760967588021296,103.74473301779634,HDB_RACKS,15,Y
681809-1,1.375089246485481,103.74485818801323,HDB_RACKS,12,Y
681811-1,1.373787898276887,103.74560903383735,HDB_RACKS,14,Y
681812-1,1.3733214945320489,103.74667963286045,HDB_RACKS,15,Y
681813-1,1.3742309860953181,103.74471918300571,HDB_RACKS,18,Y
681813-2,1.3742636418007097,103.74484431472426,HDB_RACKS,36,Y
681815-1,1.3761993779638735,103.74657867539364,HDB_RACKS,10,Y
681815-2,1.376168727737606,103.74652183303553,HDB_RACKS,18,Y
681815-3,1.3760064833757126,103.74657311343151,HDB_RACKS,10,Y
681815-4,1.376026211030721,103.7468473917724,HDB_RACKS,10,Y
681816-1,1.376185162593283,103.74899046479989,HDB_RACKS,14,Y
681816-2,1.3761892431018272,103.74882602449763,HDB_RACKS,22,Y
681816-3,1.3761551071074594,103.74890578629655,HDB_RACKS,8,Y
681816-4,1.3761787695706542,103.74894235600945,HDB_RACKS,6,Y
681817-1,1.3765651844232505,103.74856412509213,HDB_RACKS,28,Y
681817-2,1.3765856147776188,103.74851540137631,HDB_RACKS,28,Y
681818-1,1.3777604632463527,103.74859250461579,HDB_RACKS,8,Y
681818-2,1.377588827754007,103.74842807042681,HDB_RACKS,8,Y
681818-3,1.377740029767929,103.7485539329524,HDB_RACKS,12,Y
681818-4,1.377836068213785,103.74876506270344,HDB_RACKS,16,Y
682166-1,1.383137611501588,103.75333733670206,HDB_RACKS,8,Y
682166-2,1.3830332080874452,103.7535788330638,HDB_RACKS,8,Y
682296-1,1.376828974052955,103.74154668273361,HDB_RACKS,8,Y
682476-1,1.3770736990717916,103.7375679032193,HDB_RACKS,12,Y
682488-1,1.3769618203669796,103.73925488752357,HDB_RACKS,12,Y
682489-1,1.375865705608144,103.73991767235887,HDB_RACKS,12,Y
682490-1,1.375609219651734,103.741391471688,HDB_RACKS,6,Y
682490-2,1.375569575873344,103.74149343346669,HDB_RACKS,6,Y
682801-1,1.3757608716170602,103.74290001465036,HDB_RACKS,8,Y
682801-2,1.3759427838161762,103.74288610411348,HDB_RACKS,8,Y
682803-1,1.373764508994078,103.74381082739706,HDB_RACKS,12,Y
682804-1,1.3729761586400273,103.74218876317215,HDB_RACKS,13,Y
682807-1,1.3759754993371274,103.7451547672017,HDB_RACKS,13,Y
682808-1,1.3758869034107901,103.74591947264656,HDB_RACKS,9,Y
682809-1,1.374874693749713,103.74515480760657,HDB_RACKS,12,Y
682811-1,1.3733914203761795,103.74557197183374,HDB_RACKS,6,Y
682812-1,1.372887683187669,103.74615130935705,HDB_RACKS,15,Y
682815-1,1.376781724834911,103.74745769887507,HDB_RACKS,16,Y
682815-2,1.376769463497591,103.74740085574282,HDB_RACKS,22,Y
682815-3,1.3769016930451436,103.74737240890215,HDB_RACKS,8,Y
682815-4,1.376925348987718,103.74722873801825,HDB_RACKS,14,Y
682816-1,1.3763097753487261,103.74834488052745,HDB_RACKS,42,Y
682816-2,1.3760236377370931,103.74838857896361,HDB_RACKS,8,Y
682817-1,1.377153644038932,103.74898840071336,HDB_RACKS,24,Y
682817-2,1.377241497266694,103.74885237914113,HDB_RACKS,32,Y
682817-3,1.376988506239056,103.74891881789692,HDB_RACKS,4,Y
682818-1,1.3771454384390802,103.74807281407442,HDB_RACKS,16,Y
682818-2,1.3773967686739483,103.74850116178582,HDB_RACKS,34,Y
683296-1,1.3766190986147702,103.7421677218189,HDB_RACKS,7,Y
683476-1,1.377250956413181,103.73779035504438,HDB_RACKS,5,Y
683484-1,1.3757956131311662,103.73677081029354,HDB_RACKS,7,Y
683487-1,1.3764207524637382,103.73940321465074,HDB_RACKS,11,Y
683488-1,1.3765933628500615,103.74007521901666,HDB_RACKS,12,Y
683489-1,1.3759496643099913,103.73988986172134,HDB_RACKS,12,Y
683490-1,1.3759497361153896,103.74172978142107,HDB_RACKS,12,Y
683801-1,1.3751591594261519,103.74288149905816,HDB_RACKS,5,Y
683801-2,1.3753737187703108,103.74276562704016,HDB_RACKS,8,Y
683802-1,1.3748792866917343,103.74270076183234,HDB_RACKS,7,Y
683803-1,1.373554618028985,103.74403329380551,HDB_RACKS,9,Y
683805-1,1.3725750825052372,103.74389429365458,HDB_RACKS,14,Y
683807-1,1.3762647133912922,103.74567846178036,HDB_RACKS,13,Y
683808-1,1.3751126204429525,103.74625782351407,HDB_RACKS,12,Y
683812-1,1.372785061132969,103.74602618013479,HDB_RACKS,14,Y
683815-2,1.3764311059627239,103.74756833940248,HDB_RACKS,10,Y
683815-3,1.376402183929938,103.74748997497788,HDB_RACKS,10,Y
683817-1,1.3776869260212699,103.7491040991181,HDB_RACKS,8,Y
683817-2,1.3776807943148839,103.74904725582827,HDB_RACKS,8,Y
683817-3,1.3775622831933514,103.74890718129183,HDB_RACKS,10,Y
683817-4,1.377558212906881,103.74936192972326,HDB_RACKS,28,Y
683817-5,1.3774354481078663,103.74916695957174,HDB_RACKS,12,Y
683818-1,1.3768634767546164,103.74810936631988,HDB_RACKS,14,Y
683818-2,1.3768777854600343,103.74828192649979,HDB_RACKS,24,Y
683818-3,1.376699289136126,103.74821615102505,HDB_RACKS,8,Y
683818-4,1.3767255813780734,103.74827361810388,HDB_RACKS,8,Y
684296-1,1.37669842328197,103.74293242119374,HDB_RACKS,6,Y
684476-1,1.377297621905398,103.73831869306706,HDB_RACKS,5,Y
684484-1,1.3754411349592344,103.7372250111205,HDB_RACKS,11,Y
684485-1,1.3752826065480612,103.7387729593792,HDB_RACKS,12,Y
684488-1,1.3763858149878343,103.74056649038174,HDB_RACKS,8,Y
684489-1,1.3760989416690832,103.74028842790733,HDB_RACKS,7,Y
684490-1,1.3761129694584335,103.74117131082146,HDB_RACKS,10,Y
684801-1,1.375107855071243,103.74299736491753,HDB_RACKS,17,Y
684803-1,1.3729669175368737,103.7445060400472,HDB_RACKS,9,Y
684805-1,1.372509798867223,103.74438555855241,HDB_RACKS,6,Y
684805-2,1.372523797021946,103.74451532551144,HDB_RACKS,8,Y
684808-1,1.3748513830997446,103.74546532374737,HDB_RACKS,12,Y
791443-1,1.3815677990501454,103.76986148439961,HDB_RACKS,4,Y
791443-2,1.3815765495992391,103.76982848124422,HDB_RACKS,6,Y
792443-4,1.3810393332472752,103.76984786247132,HDB_RACKS,10,Y
BUKIT BATOK CENTRAL BLOCK 103_YB,1.3484349603129242,103.74807366425901,Yellow Box,6,Y
BUKIT BATOK CENTRAL BLOCK 104_YB,1.3490395769702106,103.74758271798525,Yellow Box,6,Y
BUKIT BATOK CENTRAL BLOCK 225_YB,1.3484068365622652,103.75280746990653,Yellow Box,6,Y
BUKIT BATOK CENTRAL BLOCK 622_YB,1.3506826625590724,103.74836277521793,Yellow Box,6,Y
BUKIT BATOK CENTRAL BLOCK 624_YB,1.3513497457478578,103.74947651416447,Yellow Box,6,Y
BUKIT BATOK EAST AVENUE 1 BLOCK 221_YB,1.347373034963964,103.75391164277191,Yellow Box,10,Y
BUKIT BATOK EAST AVENUE 3 BLOCK 230_YB,1.3480205951749842,103.7552544729028,Yellow Box,6,Y
BUKIT BATOK EAST AVENUE 3 BLOCK 287_YB,1.3471558181711174,103.75834695112891,Yellow Box,13,Y
BUKIT BATOK EAST AVENUE 3 BLOCK 290D_YB,1.3445434794868922,103.75757667272782,Yellow Box,13,Y
BUKIT BATOK EAST AVENUE 4 BLOCK 259_YB,1.3513741766716503,103.75957137799722,Yellow Box,13,Y
BUKIT BATOK EAST AVENUE 4 BLOCK 264_YB,1.3499480284743894,103.75918222253799,Yellow Box,13,Y
BUKIT BATOK EAST AVENUE 4 BLOCK 265_YB,1.3500020729538207,103.75969543373455,Yellow Box,13,Y
BUKIT BATOK EAST AVENUE 4 BLOCK 268_YBR,1.3492505630343377,103.7588986712454,Yellow Box,13,Y
BUKIT BATOK EAST AVENUE 4 BLOCK 269_YB,1.3489039561161411,103.75947546082485,Yellow Box,13,Y
BUKIT BATOK EAST AVENUE 5 BLOCK 231_YB,1.3490647426014601,103.75471807300359,Yellow Box,13,Y
BUKIT BATOK EAST AVENUE 5 BLOCK 236_YB,1.3494687986684124,103.75586953472046,Yellow Box,13,Y
BUKIT BATOK EAST AVENUE 5 BLOCK 240_YB,1.3505204791212637,103.7540128655746,Yellow Box,13,Y
BUKIT BATOK EAST AVENUE 5 BLOCK 242_YB,1.3509494803087851,103.75600770133748,Yellow Box,13,Y
BUKIT BATOK EAST AVENUE 5 BLOCK 244_YB,1.3491149480769784,103.75712362771831,Yellow Box,13,Y
BUKIT BATOK EAST AVENUE 5 BLOCK 250_YB,1.3510838632374755,103.75727522921518,Yellow Box,13,Y
BUKIT BATOK STREET 21 BLOCK 202_YB,1.3465314155897123,103.74852229756247,Yellow Box,6,Y
BUKIT BATOK STREET 21 BLOCK 203_YB,1.347254813379558,103.74906138950512,Yellow Box,6,Y
BUKIT BATOK STREET 21 BLOCK 204_YB,1.3475173015620874,103.75012863886407,Yellow Box,6,Y
BUKIT BATOK STREET 21 BLOCK 211_YB,1.3464350426310279,103.75032226086722,Yellow Box,6,Y
BUKIT BATOK STREET 21 BLOCK 212_YB,1.3471741952126641,103.75235661734737,Yellow Box,6,Y
BUKIT BATOK STREET 21 BLOCK 217_YB,1.3467058537360055,103.75454123959315,Yellow Box,6,Y
BUKIT BATOK STREET 25 BLOCK 288A_YB,1.345055957888754,103.7604673602534,Yellow Box,13,Y
BUKIT BATOK STREET 25 BLOCK 288D_YB,1.3458142484037177,103.75939139379442,Yellow Box,13,Y
BUKIT BATOK STREET 25 BLOCK 289G_YB,1.345044735099748,103.75898281201138,Yellow Box,13,Y
BUKIT BATOK STREET 31 BLOCK 308_YB,1.3584986484117,103.74802241888783,Yellow Box,16,Y
BUKIT BATOK STREET 31 BLOCK 358_YB,1.3614292685435887,103.75083976890284,Yellow Box,16,Y
BUKIT BATOK STREET 31 BLOCK 369_YB,1.3600379625471515,103.75097506423876,Yellow Box,16,Y
BUKIT BATOK STREET 32 BLOCK 312_YB,1.3598729233284406,103.74744626598348,Yellow Box,16,Y
BUKIT BATOK STREET 33 BLOCK 321_YB,1.361320519413034,103.74758276338228,Yellow Box,11,Y
BUKIT BATOK STREET 33 BLOCK 325_YB,1.3625665452400826,103.7475261491818,Yellow Box,16,Y
BUKIT BATOK STREET 33 BLOCK 336_YB,1.3649290518615427,103.74829203925029,Yellow Box,16,Y
BUKIT BATOK STREET 34 BLOCK 350_YB,1.3614449147876788,103.74911535450481,Yellow Box,6,Y
BUKIT BATOK STREET 51 BLOCK 526_YB,1.357371718774281,103.75120383021968,Yellow Box,16,Y
BUKIT BATOK STREET 51 BLOCK 534_YB,1.3559046011796463,103.75030168450255,Yellow Box,16,Y
BUKIT BATOK STREET 52 BLOCK 507_YB,1.3522568099918042,103.75385173519851,Yellow Box,6,Y
BUKIT BATOK STREET 52 BLOCK 524,1.3575996301551585,103.75216065830685,HDB_RACKS,14,Y
BUKIT BATOK STREET 52 BLOCK 524_YB,1.35758117106497,103.75225849697188,Yellow Box,16,Y
BUKIT BATOK STREET 52 BLOCK 539_YB,1.3547389514867865,103.75092497041692,Yellow Box,16,Y
BUKIT BATOK STREET 52 BLOCK 542_YB,1.3540629284986647,103.75091263889107,Yellow Box,13,Y
BUKIT BATOK WEST AVENUE 4 BLOCK 416_YB,1.3632372200218468,103.74606488318703,Yellow Box,16,Y
BUKIT BATOK WEST AVENUE 6 BLOCK 101_YB,1.3468041404157653,103.74690039765716,Yellow Box,6,Y
BUKIT BATOK WEST AVENUE 6 BLOCK 108_YB,1.3474082443656015,103.7466098012763,Yellow Box,6,Y
BUKIT BATOK WEST AVENUE 6 BLOCK 135_YB,1.3512850373062368,103.74507663329273,Yellow Box,6,Y
BUKIT BATOK WEST AVENUE 6 BLOCK 188_YB,1.3460115646803044,103.74581246494535,Yellow Box,6,Y
BUKIT BATOK WEST AVENUE 6 BLOCK 194A_YB,1.344905656141127,103.74563114316545,Yellow Box,6,Y
BUKIT BATOK WEST AVENUE 7 BLOCK 404_YB,1.365517202823107,103.74501402532617,Yellow Box,16,Y
BUKIT BATOK WEST AVENUE 8 BLOCK 185_YB,1.346842744148322,103.74519528965554,Yellow Box,6,Y
BUKIT PANJANG RING ROAD BLOCK 246_YB,1.3813614972296528,103.77322899619325,Yellow Box,13,Y
BUKIT PANJANG RING ROAD BLOCK 248_YB,1.3813539392542689,103.77446548143037,Yellow Box,6,Y
BUKIT PANJANG RING ROAD BLOCK 249_YB,1.381020908340734,103.77419188301621,Yellow Box,16,Y
BUKIT PANJANG RING ROAD BLOCK 250_YB,1.380654404135546,103.77398410038813,Yellow Box,16,Y
BUKIT PANJANG RING ROAD BLOCK 251_YB,1.380328265078587,103.77398015001411,Yellow Box,16,Y
BUKIT PANJANG RING ROAD BLOCK 252_YB,1.3799341096097097,103.77430447180794,Yellow Box,16,Y
BUKIT PANJANG RING ROAD BLOCK 253_YB,1.3799661391394418,103.77488004105201,Yellow Box,13,Y
BUKIT PANJANG RING ROAD BLOCK 254_YB,1.3796125262024121,103.77405669380488,Yellow Box,13,Y
BUKIT PANJANG RING ROAD BLOCK 255,1.379872758280335,103.77285685140588,HDB_RACKS,8,Y
BUKIT PANJANG RING ROAD BLOCK 255_YB,1.379612416668969,103.77297415331793,Yellow Box,16,Y
