Description,Latitude,Longitude,RackType,RackCount,ShelterIndicator
380042-1,1.316951599185179,103.87584892805366,HDB_RACKS,3,Y
380042-2,1.3169124346411911,103.87589382581608,HDB_RACKS,4,Y
380042-3,1.3168792967617888,103.87586089974799,HDB_RACKS,6,Y
380042-4,1.316891341898996,103.87616022266965,HDB_RACKS,7,Y
380043-1,1.317117282137649,103.87641165767752,HDB_RACKS,2,Y
380043-2,1.317060042364655,103.87643859578763,HDB_RACKS,4,Y
380043-3,1.3170178660116376,103.87644158822562,HDB_RACKS,6,Y
380043-4,1.317060041739269,103.87647451445842,HDB_RACKS,7,Y
380044-1,1.3165207662754799,103.8776717960434,HDB_RACKS,5,Y
380044-2,1.3165087168379845,103.87762390416096,HDB_RACKS,5,Y
380044-3,1.316216509116076,103.87683668042499,HDB_RACKS,9,Y
380044-4,1.3164725638633652,103.87772567327444,HDB_RACKS,14,Y
380044-5,1.316529822029545,103.87666008543202,HDB_RACKS,14,Y
380045-1,1.317081094308374,103.87847099770642,HDB_RACKS,6,Y
380052-1,1.31690485972027,103.88031972457742,HDB_RACKS,6,Y
380052-2,1.3163952638396201,103.88045938869797,HDB_RACKS,14,Y
380053-1,1.3180541337759712,103.87999756188137,HDB_RACKS,5,Y
380055-1,1.3188043006723733,103.87831837400711,HDB_RACKS,5,Y
380055-2,1.3188464740265733,103.8784800091634,HDB_RACKS,5,Y
380055-3,1.318948894856586,103.87887811055727,HDB_RACKS,6,Y
380063-1,1.3165779735688528,103.87942582808658,HDB_RACKS,11,Y
380063-2,1.3165388118348214,103.87932106436386,HDB_RACKS,11,Y
380096-1,1.321649600440558,103.88518023696027,HDB_RACKS,3,Y
380097-1,1.3212949586000813,103.88541237129475,HDB_RACKS,9,Y
380097-2,1.3213324981563428,103.88589323689031,HDB_RACKS,12,Y
380098-1,1.320886071166589,103.88597198991155,HDB_RACKS,8,Y
380098-2,1.3208401874935662,103.88547454261727,HDB_RACKS,9,Y
380099-1,1.321403454465624,103.88451696998587,HDB_RACKS,18,Y
380099-2,1.3213784301162925,103.8840899946845,HDB_RACKS,18,Y
380100-1,1.3209278271252753,103.88435114486008,HDB_RACKS,3,Y
380100-2,1.3209069723022342,103.88405267660437,HDB_RACKS,3,Y
380100-3,1.3208986301250005,103.8839448963679,HDB_RACKS,3,Y
380100-4,1.320986238705247,103.8843138375378,HDB_RACKS,5,Y
380100-5,1.3209570416991963,103.88390758912615,HDB_RACKS,5,Y
380100-6,1.3209320006888725,103.88428481877011,HDB_RACKS,6,Y
380101-1,1.320944531964245,103.88356766723236,HDB_RACKS,18,Y
380102-1,1.3204814394489586,103.8824898576943,HDB_RACKS,12,Y
380103-1,1.320535656467133,103.88356351364297,HDB_RACKS,4,Y
380103-2,1.3205022903122348,103.88299974052777,HDB_RACKS,7,Y
380103-3,1.3205356578991203,103.88349304209788,HDB_RACKS,11,Y
380105-1,1.31948009933591,103.88309506403107,HDB_RACKS,12,Y
380105-2,1.3194425593015473,103.88261005343551,HDB_RACKS,12,Y
380105-3,1.3194050131727078,103.88242351042109,HDB_RACKS,12,Y
380106-1,1.319033726224002,103.8825277955861,HDB_RACKS,9,Y
380107-1,1.3190192062587123,103.88403401830483,HDB_RACKS,3,Y
380107-2,1.3190192053236673,103.88407960685085,HDB_RACKS,3,Y
380107-3,1.3189938454122425,103.88423796668026,HDB_RACKS,9,Y
380108-1,1.3193113831672416,103.88541127961167,HDB_RACKS,4,Y
380108-2,1.318998656550938,103.88513894131745,HDB_RACKS,8,Y
380109-1,1.3194116167105767,103.88472625303403,HDB_RACKS,5,Y
380109-2,1.3194116181560243,103.88465667045892,HDB_RACKS,7,Y
380109-3,1.3194092025594117,103.88468906229474,HDB_RACKS,10,Y
380109-4,1.3193995447557594,103.88459788490175,HDB_RACKS,10,Y
380110-1,1.3199875778580406,103.88461229335802,HDB_RACKS,8,Y
380110-2,1.3199670595044415,103.88420319516737,HDB_RACKS,8,Y
380111-1,1.3204017391504907,103.88450432878932,HDB_RACKS,4,Y
380111-2,1.3203679395662158,103.88405084134772,HDB_RACKS,6,Y
380112-1,1.3204041397651514,103.88519055752077,HDB_RACKS,4,Y
380112-2,1.3204186257016481,103.88536211492396,HDB_RACKS,5,Y
380112-3,1.3203981040858688,103.8851149762408,HDB_RACKS,8,Y
380120-1,1.3182270945948424,103.88487619117146,HDB_RACKS,8,Y
380120-2,1.3182138176436793,103.88463145225666,HDB_RACKS,8,Y
380122-1,1.3176921832910564,103.88517430536,HDB_RACKS,4,Y
380122-2,1.3176982187454482,103.88526068381582,HDB_RACKS,5,Y
380122-3,1.3176909790950526,103.88501594507665,HDB_RACKS,8,Y
380124-1,1.3184578425905995,103.8863533139152,HDB_RACKS,4,Y
380124-2,1.3181157059374151,103.88710776609834,HDB_RACKS,7,Y
380124-3,1.3184077638458092,103.88692952092771,HDB_RACKS,7,Y
380125-1,1.3232007049753023,103.88183494306453,HDB_RACKS,6,Y
380125-2,1.3179029378196319,103.88645693673752,HDB_RACKS,10,Y
380125-3,1.3178737396441675,103.88612116028365,HDB_RACKS,10,Y
380126-1,1.317740206391284,103.88718237488196,HDB_RACKS,5,Y
380126-2,1.3235708762205518,103.88220057375598,HDB_RACKS,6,Y
380126-3,1.3179488226653762,103.88689220273822,HDB_RACKS,10,Y
380128-1,1.3186038499435124,103.88726530104982,HDB_RACKS,5,Y
380128-2,1.3185621239290488,103.88744769697422,HDB_RACKS,5,Y
380128-3,1.3184786705808784,103.88787466953353,HDB_RACKS,10,Y
380130-1,1.3169725091710862,103.887750275388,HDB_RACKS,16,Y
380132-1,1.3164551954969634,103.88593873376134,HDB_RACKS,8,Y
380132-2,1.3164718822479915,103.88603407777622,HDB_RACKS,13,Y
380133-1,1.3165261329217393,103.88546408941662,HDB_RACKS,4,Y
380133-2,1.3163801056789477,103.88547652250195,HDB_RACKS,8,Y
381002-1,1.3136865215342806,103.8721357834098,HDB_RACKS,6,Y
381003-1,1.3138494263116496,103.87244871952325,HDB_RACKS,6,Y
381008-1,1.3129094933724093,103.86972696578975,HDB_RACKS,2,Y
381008-2,1.3130021289406868,103.86984594774606,HDB_RACKS,2,Y
381008-3,1.313010929567932,103.87012283705523,HDB_RACKS,2,Y
381008-4,1.312947151431571,103.86968655775769,HDB_RACKS,3,Y
381008-5,1.3130232146243277,103.8700135684994,HDB_RACKS,3,Y
381008-6,1.3129421455176913,103.87011564217318,HDB_RACKS,6,Y
381008-7,1.312991584159962,103.86989383911039,HDB_RACKS,8,Y
381008-8,1.3132444343703225,103.87005809566215,HDB_RACKS,9,Y
381111-1,1.3123514021135751,103.87382842533681,HDB_RACKS,9,Y
381112-1,1.3121857081989419,103.87390923970709,HDB_RACKS,9,Y
381113-1,1.311757923677603,103.87367276824394,HDB_RACKS,14,Y
381114-1,1.311583184868069,103.8741846063049,HDB_RACKS,8,Y
381120-1,1.3225238213109036,103.8842441262885,HDB_RACKS,6,Y
381121-1,1.3220288378626521,103.8818566836164,HDB_RACKS,7,Y
381121-2,1.3218097835533698,103.88255528080852,HDB_RACKS,7,Y
381121-3,1.3220375733655978,103.88316465738386,HDB_RACKS,7,Y
381121-4,1.321893029213266,103.88203513997465,HDB_RACKS,8,Y
381121-5,1.3218163624941774,103.88216571819162,HDB_RACKS,8,Y
381121-6,1.321919297911361,103.88284908734575,HDB_RACKS,8,Y
381121-7,1.3220967115423066,103.88330394355292,HDB_RACKS,8,Y
381121-8,1.3221646087598848,103.883567280747,HDB_RACKS,8,Y
381121-9,1.322309167989178,103.88393290686956,HDB_RACKS,9,Y
381122-1,1.3225063389801643,103.88222231623308,HDB_RACKS,9,Y
381122-2,1.322451581874697,103.88206779572786,HDB_RACKS,10,Y
381122-3,1.3225523345864862,103.88236813112441,HDB_RACKS,13,Y
381123-1,1.322832687944496,103.88328872402784,HDB_RACKS,8,Y
381124-1,1.3231568601568466,103.8836652355097,HDB_RACKS,6,Y
382002-1,1.313708250206273,103.87166098793736,HDB_RACKS,6,Y
382003-1,1.3142295447322383,103.8727113019223,HDB_RACKS,6,Y
382008-1,1.3123333311428995,103.86997314996995,HDB_RACKS,2,Y
382008-2,1.3126387307394158,103.87011757734783,HDB_RACKS,2,Y
382008-3,1.312534800856241,103.8698074031767,HDB_RACKS,3,Y
382008-4,1.3125370575547841,103.86998924145963,HDB_RACKS,4,Y
382008-5,1.3127264719930911,103.87015499395527,HDB_RACKS,5,Y
382008-6,1.312425591372049,103.87000757338619,HDB_RACKS,7,Y
382008-7,1.3124922424022487,103.87017893632796,HDB_RACKS,10,Y
383002-1,1.313143491681343,103.87198110672463,HDB_RACKS,6,Y
383003-1,1.313965264064877,103.87302063450142,HDB_RACKS,6,Y
383008-1,1.3131919286960052,103.87089797972641,HDB_RACKS,1,Y
383008-2,1.313352123974375,103.87084762497442,HDB_RACKS,2,Y
383008-3,1.3132751930283018,103.87093754725046,HDB_RACKS,2,Y
383008-4,1.3132263208195638,103.87088898791568,HDB_RACKS,2,Y
383008-5,1.313284247359285,103.8706848625855,HDB_RACKS,6,Y
383008-6,1.3132124165107706,103.87081553191435,HDB_RACKS,6,Y
383008-7,1.3133240663983876,103.8709033771298,HDB_RACKS,7,Y
384002-1,1.3131181417029811,103.87252424381498,HDB_RACKS,6,Y
384003-1,1.3134765401920852,103.87270049936045,HDB_RACKS,6,Y
390001-1,1.3082107513540895,103.88355210751897,HDB_RACKS,3,Y
390001-2,1.308006129127656,103.88308812730294,HDB_RACKS,4,Y
390001-3,1.3078801982407,103.88327580056824,HDB_RACKS,6,Y
390001-4,1.307848718392977,103.88317674892681,HDB_RACKS,7,Y
390009-1,1.309454305779251,103.8823426656717,HDB_RACKS,5,Y
390009-2,1.3094700439206088,103.88248342289914,HDB_RACKS,9,Y
390036-1,1.3098740058503942,103.8851604186224,HDB_RACKS,7,Y
390036-2,1.3097559534627952,103.8849518874423,HDB_RACKS,11,Y
390039-2,1.3077647310277036,103.8849440269439,HDB_RACKS,9,Y
390042-1,1.3106662683488255,103.88653281513216,HDB_RACKS,5,Y
390042-2,1.310506236231448,103.88651847532661,HDB_RACKS,6,Y
390042-3,1.310449832113409,103.88648458826185,HDB_RACKS,7,Y
390042-4,1.310577070018091,103.88653150990558,HDB_RACKS,12,Y
390043-1,1.3081739961933352,103.88485019737882,HDB_RACKS,7,Y
390043-2,1.3081949888845417,103.8846156031241,HDB_RACKS,8,Y
390045-1,1.3087774016968872,103.88462082814573,HDB_RACKS,5,Y
390045-2,1.308604252663273,103.88458433218032,HDB_RACKS,11,Y
390045-3,1.3087406758197924,103.88448007061305,HDB_RACKS,11,Y
390047-1,1.3088928268870719,103.88500660860151,HDB_RACKS,2,Y
390047-2,1.3087721455074115,103.88506395144933,HDB_RACKS,5,Y
390047-3,1.3087301717252193,103.88497532592694,HDB_RACKS,9,Y
390047-4,1.3088665952207095,103.8848554247029,HDB_RACKS,13,Y
390049-1,1.3089610321925909,103.88525684433445,HDB_RACKS,4,Y
390049-2,1.3088718293685977,103.88547058437508,HDB_RACKS,5,Y
390049-3,1.3088823257380742,103.88535589386196,HDB_RACKS,6,Y
390052-1,1.3108079629214462,103.88527252203569,HDB_RACKS,16,Y
390052-2,1.3100629077712826,103.88461824767359,HDB_RACKS,16,Y
390052-3,1.3102255505066445,103.88524905056042,HDB_RACKS,18,Y
390052-4,1.310275394542084,103.88535331598499,HDB_RACKS,20,Y
390052-5,1.3108315711225718,103.88542631251,HDB_RACKS,52,Y
390054-1,1.3103147571522904,103.884850241076,HDB_RACKS,14,Y
390058-1,1.3076387034418986,103.88959421108663,HDB_RACKS,10,Y
390058-2,1.3073396301859646,103.8894325947878,HDB_RACKS,17,Y
390060-3,1.3073081658186374,103.88865061220281,HDB_RACKS,6,Y
390060-4,1.3073343967938142,103.88882264880182,HDB_RACKS,10,Y
390062-1,1.3075705032697058,103.8891302335457,HDB_RACKS,10,Y
391010-1,1.309024053031656,103.88243128208305,HDB_RACKS,6,Y
391010-2,1.3091499850859645,103.88218105007621,HDB_RACKS,8,Y
391010-3,1.309206450048587,103.88233090356493,HDB_RACKS,6,Y
391011-1,1.3082002755754094,103.88264500789326,HDB_RACKS,4,Y
391011-2,1.3081320680507922,103.88249382332833,HDB_RACKS,4,Y
391011-3,1.3080586092750193,103.88255638039571,HDB_RACKS,4,Y
391012-1,1.3084993575415849,103.88238956614771,HDB_RACKS,15,Y
391012-2,1.3085258477914958,103.88222880612585,HDB_RACKS,2,Y
391028-1,1.3090738805276896,103.88337226873455,HDB_RACKS,4,Y
391028-2,1.3089348328569101,103.88352605585507,HDB_RACKS,8,Y
391030-1,1.3094437946163404,103.88321327287471,HDB_RACKS,13,Y
391056-1,1.3100471976411971,103.88310120061628,HDB_RACKS,4,Y
391056-2,1.3102334581266257,103.88343745697065,HDB_RACKS,5,Y
391056-3,1.3102360908397324,103.88297608706296,HDB_RACKS,11,Y
431001-1,1.3035494776321743,103.88367517699139,HDB_RACKS,10,Y
431001-2,1.3035704602311882,103.88393583767429,HDB_RACKS,18,Y
431002-1,1.3031454629872268,103.88359697095602,HDB_RACKS,3,Y
431003-1,1.3028595027115546,103.88363606424537,HDB_RACKS,3,Y
431004-1,1.3018783190624486,103.88370642308557,HDB_RACKS,2,Y
431004-2,1.3018468238185128,103.88437371231122,HDB_RACKS,2,Y
431005-1,1.3015871123136535,103.88372205684585,HDB_RACKS,2,Y
431005-2,1.3015503709918743,103.88434242718333,HDB_RACKS,2,Y
431006-1,1.3013011527821932,103.88371944458116,HDB_RACKS,2,Y
431006-2,1.301267035343156,103.88432417527488,HDB_RACKS,2,Y
431007-1,1.302159033602861,103.88360737777158,HDB_RACKS,3,Y
431008-1,1.3028122857486863,103.88335194370954,HDB_RACKS,3,Y
431009-1,1.3026837458570506,103.88281237459206,HDB_RACKS,3,Y
431010-1,1.3017471547829988,103.88321637949225,HDB_RACKS,5,Y
431010-2,1.3019649081666407,103.8829948226115,HDB_RACKS,6,Y
431011-1,1.3016343561780608,103.88265595801585,HDB_RACKS,5,Y
431011-2,1.3018048862445437,103.88246567944225,HDB_RACKS,5,Y
431011-3,1.3015031790105074,103.88281235157405,HDB_RACKS,6,Y
431012-1,1.30082367474818,103.88393578289867,HDB_RACKS,18,Y
431012-2,1.3008551665378172,103.88343531635316,HDB_RACKS,19,Y
431014-1,1.3001835419439551,103.88409477276072,HDB_RACKS,16,Y
BALAM ROAD BLOCK 31_YB,1.3301240962504932,103.88569841565771,Yellow Box,6,N
BEDOK CENTRAL BLOCK 219C_YB,1.3251491457737372,103.93318465043134,Yellow Box,12,N
BEDOK NORTH AVENUE 2 BLOCK 408_YB,1.3285688315871964,103.932585592198,Yellow Box,15,N
BEDOK NORTH AVENUE 2 BLOCK 418_YB,1.3283288629148637,103.92995855331293,Yellow Box,13,N
BEDOK NORTH STREET 1,1.3264147554851047,103.92943985182484,Yellow Box,26,N
BEDOK NORTH STREET 1 BLOCK 204_YB,1.3259075300008054,103.9300994366145,Yellow Box,10,N
BEDOK NORTH STREET 1 BLOCK 218_YB,1.3273953237991285,103.93359863139459,Yellow Box,15,N
BEDOK NORTH STREET 1 BLOCK 419_YB,1.326698797225143,103.92896196139736,Yellow Box,16,N
BEDOK RESERVOIR ROAD BLOCK 623_YB,1.3337170874541182,103.91638046514585,Yellow Box,16,N
BEDOK RESERVOIR ROAD BLOCK 630_YB,1.3327001053286565,103.9140005029793,Yellow Box,16,N
BEDOK RESERVOIR ROAD BLOCK 709_YB,1.335459758168833,103.92299941590088,Yellow Box,10,N
BEDOK RESERVOIR ROAD BLOCK 744_YB,1.3375213197180202,103.92146037278071,Yellow Box,16,N
BLK 216 HAWKER,1.327496576838708,103.93309288906389,HDB_RACKS,80,N
CHAI CHEE AVENUE BLOCK 29_YB,1.3247146563301375,103.9241999429517,Yellow Box,16,N
CHAI CHEE AVENUE BLOCK 37_YB,1.325358534653631,103.926271573017,Yellow Box,6,N
CHAI CHEE ROAD BLOCK 20_YB,1.3260609895806972,103.92285180186263,Yellow Box,16,N
CHAI CHEE ROAD BLOCK 27_YB,1.3243044960012331,103.92320285843952,Yellow Box,16,N
CHAI CHEE STREET BLOCK 54_YB,1.3293855137564272,103.92168036112531,Yellow Box,10,N
CIRCUIT ROAD BLOCK 63_YB,1.3268012938860803,103.88674799021679,Yellow Box,6,N
CIRCUIT ROAD BLOCK 66_YB,1.3268680230802306,103.88776754088796,Yellow Box,6,N
CIRCUIT ROAD BLOCK 66A_YB,1.3261442261572471,103.88779613486284,Yellow Box,13,N
CIRCUIT ROAD BLOCK 67_YB,1.3258745918137884,103.8882642891424,Yellow Box,6,N
CIRCUIT ROAD BLOCK 70_YB,1.3251049855453478,103.88826817351777,Yellow Box,13,N
CIRCUIT ROAD BLOCK 72_YB,1.324455796135369,103.88816932546197,Yellow Box,13,N
DJITSUN MALL,1.3263920825115671,103.92938898540373,HDB_RACKS,32,N
EUNOS CRESCENT BLOCK 5_YB,1.3212540641034343,103.90398953740714,Yellow Box,16,N
EUNOS CRESCENT BLOCK 6_YB,1.3207959570318504,103.90427822256335,Yellow Box,13,N
EUNOS CRESCENT BLOCK 8_YB,1.3208417530795995,103.90475808691917,Yellow Box,13,N
EUNOS ROAD 5 BLOCK 410_YB,1.3184722534975062,103.89967025831105,Yellow Box,6,N
EUNOS ROAD 5 BLOCK 414_YB,1.3181921884333314,103.89855447281178,Yellow Box,6,N
EUNOS ROAD 5 BLOCK 416_YB,1.3179553234982493,103.89711097761557,Yellow Box,13,N
HAIG ROAD BLOCK 21_YB,1.3132336523640338,103.89502374490344,Yellow Box,13,N
JOO SENG ROAD BLOCK 20_YB,1.3341682772246253,103.88160347135081,Yellow Box,10,N
JOO SENG ROAD BLOCK 21_YB,1.334009920045178,103.88088041844235,Yellow Box,10,N
JOO SENG ROAD BLOCK 9_YB,1.334838451666717,103.8794733476939,Yellow Box,6,N
MARINE CRESCENT BLOCK 27_YB,1.3040373363203672,103.91338981890837,Yellow Box,6,N
MARINE CRESCENT BLOCK 28_YB,1.3034457393981689,103.9132363491702,Yellow Box,6,N
MARINE CRESCENT BLOCK 29_YB,1.3028619956224134,103.91308157932615,Yellow Box,6,N
MARINE CRESCENT BLOCK 34_YB,1.3040543840036665,103.91236507826883,Yellow Box,6,N
MARINE CRESCENT BLOCK 35_YB,1.303274294724957,103.91276038544872,Yellow Box,6,N
MARINE CRESCENT BLOCK 44_YB,1.304847525153903,103.91312520632398,Yellow Box,6,N
MARINE DRIVE BLOCK 77_YB,1.3019671026893092,103.90853034258959,Yellow Box,6,N
MARINE DRIVE BLOCK 78_YB,1.3015024649787295,103.90835086923758,Yellow Box,6,N
MARINE DRIVE BLOCK 79_YB,1.3014763058136325,103.90775006897596,Yellow Box,6,N
MARINE PARADE CENTRAL BLOCK 80_YB,1.3019199997052817,103.90800366622811,Yellow Box,13,N
MARINE PARADE CENTRAL BLOCK 81_YB,1.3023257647917543,103.90731574951243,Yellow Box,6,N
MARINE PARADE CENTRAL BLOCK 84_YB,1.3026320623225065,103.90643926699312,Yellow Box,13,N
MARINE PARADE CENTRAL BLOCK 86_YB,1.3015666459917028,103.90675784211206,Yellow Box,6,N
MARINE TERRACE BLOCK 15_YB,1.3048436970500055,103.91435973192532,Yellow Box,10,N
MARINE TERRACE BLOCK 16_YB,1.304386931107126,103.91361717001158,Yellow Box,10,N
MARINE TERRACE BLOCK 17_YB,1.3036434742039336,103.9144871359456,Yellow Box,10,N
MARINE TERRACE BLOCK 57_YB,1.3059810595091514,103.91531818811228,Yellow Box,16,N
MARINE TERRACE BLOCK 58_YB,1.3060543931770299,103.91415625276785,Yellow Box,10,N
NEW UPPER CHANGI ROAD BLOCK 211_YB,1.3255752716124645,103.93245562482362,Yellow Box,10,N
PIPIT ROAD BLOCK 56_YB,1.3240603573094334,103.88863060274036,Yellow Box,13,N
UBI AVENUE 1 BLOCK 301_YB,1.3309949593500525,103.9015858010445,Yellow Box,6,N
UBI AVENUE 1 BLOCK 306_YB,1.3300135901508465,103.90187521529593,Yellow Box,6,N
UPPER ALJUNIED LANE BLOCK 2_YB,1.334054373605859,103.87934029376711,Yellow Box,6,N
UPPER ALJUNIED LANE BLOCK 5_YB,1.33370750969116,103.88026490669853,Yellow Box,10,N
AUTOBAY@KAKI BUKIT (NEAR AVENUE 6),1.3413434954947188,103.91321085783127,Yellow Box,21,N
AUTOBAY@KAKI BUKIT (NEAR ROAD 4),1.3422063853811579,103.91219681836128,Yellow Box,33,N
EUNOS INDUSTRIAL ESTATE (BLOCK 1047),1.321356663360949,103.8961808249397,Yellow Box,13,N
EUNOS INDUSTRIAL ESTATE (BLOCK 1085),1.3233258458331363,103.89560690772963,Yellow Box,13,N
KAKI BUKIT AUTOHUB,1.3371229484304645,103.90104353467602,Yellow Box,13,N
KAMPONG UBI INDUSTRIAL ESTATE (BLOCK 3004),1.3311263901818284,103.8931224844155,Yellow Box,13,N
KAMPONG UBI INDUSTRIAL ESTATE (BLOCK 3006),1.3305178889718294,103.89286335584998,Yellow Box,13,N
KAMPONG UBI INDUSTRIAL ESTATE (BLOCK 3007),1.3311714373980021,103.89423571592292,Yellow Box,13,N
KAMPONG UBI INDUSTRIAL ESTATE (BLOCK 3014),1.3302409768877792,103.89388700899369,Yellow Box,13,N
KAMPONG UBI INDUSTRIAL ESTATE (BLOCK 3015),1.3299158157841862,103.89306487441581,Yellow Box,13,N
KAMPONG UBI INDUSTRIAL ESTATE (BLOCK 3020),1.3281417798275785,103.89417486192777,Yellow Box,15,N
KAMPONG UBI INDUSTRIAL ESTATE (BLOCK 3021),1.328759920044597,103.895220928737,Yellow Box,17,N
KAMPONG UBI INDUSTRIAL ESTATE (BLOCK 3024_1),1.3286729512975028,103.89675321626501,Yellow Box,15,N
KAMPONG UBI INDUSTRIAL ESTATE (BLOCK 3024_2),1.3287630950081177,103.89696754718888,Yellow Box,15,N
KAMPONG UBI INDUSTRIAL ESTATE (BLOCK 3027),1.327510747377866,103.89367261397638,Yellow Box,13,N
KB-1 (YB 1),1.3373031424455717,103.90470793148899,Yellow Box,9,N
KB-1 (YB 4),1.336730039663287,103.90509018879935,Yellow Box,22,N
AMBER GARDENS JUNCTION,1.3020887824612795,103.90077255671375,Yellow Box,13,N
BACKLANE OF WAREHAM ROAD,1.3078956504429657,103.89473693778912,Yellow Box,10,N
730082-5,1.3238108785359906,103.88952577733993,HDB_RACKS,8,Y
730082A-3,1.3239024694275852,103.88950676407241,HDB_RACKS,12,Y
730082A-4,1.3239243431066123,103.88944836033781,HDB_RACKS,6,Y
730082A-6,1.3237808046765476,103.88949861190778,HDB_RACKS,12,Y
730082A-6R,1.3237671355729284,103.88944971504124,HDB_RACKS,12,Y
730082B-1,1.3238067755178722,103.88961134622697,HDB_RACKS,10,Y
730082B-2,1.3238218129743697,103.88960183890158,HDB_RACKS,10,Y
730083A-2,1.3232292119510203,103.88947415122479,HDB_RACKS,8,Y
BALAM ROAD BLOCK 27_YB,1.330238949238726,103.8860537058733,Yellow Box,6,Y
BALAM ROAD BLOCK 28_YB,1.3306829580652104,103.88657427881691,Yellow Box,6,Y
BALAM ROAD BLOCK 29_YB,1.3302058711731022,103.8870144699717,Yellow Box,6,Y
BALAM ROAD BLOCK 33_YB,1.3296411204928578,103.8861002435826,Yellow Box,6,Y
BEDOK NORTH AVENUE 1 BLOCK 520_YB,1.3303954011050594,103.92787036309802,Yellow Box,16,Y
BEDOK NORTH AVENUE 1 BLOCK 522_YB,1.3307070651930664,103.92719280230178,Yellow Box,16,Y
BEDOK NORTH AVENUE 1 BLOCK 550_YB,1.332695573068616,103.92660728843231,Yellow Box,6,Y
BEDOK NORTH AVENUE 2 BLOCK 512_YB,1.3332939880818286,103.92884991035946,Yellow Box,10,Y
BEDOK NORTH AVENUE 2 BLOCK 516_YB,1.3309690459999,103.92997435830645,Yellow Box,16,Y
BEDOK NORTH AVENUE 2 BLOCK 518_YB,1.3315688810925477,103.92921907578295,Yellow Box,16,Y
BEDOK NORTH ROAD BLOCK 706_YB,1.3361927136889262,103.91882776140287,Yellow Box,16,Y
BEDOK NORTH STREET 1 BLOCK 206_YB,1.3265745417453891,103.93111390085306,Yellow Box,7,Y
BEDOK NORTH STREET 3 BLOCK 529_YB,1.3341755169573972,103.92689236554693,Yellow Box,16,Y
BEDOK NORTH STREET 3 BLOCK 532_YB,1.3341547167601537,103.92524183167203,Yellow Box,10,Y
BEDOK NORTH STREET 3 BLOCK 534_YB,1.3331820281713744,103.92418592118543,Yellow Box,10,Y
BEDOK NORTH STREET 3 BLOCK 536_YB,1.3334884921019157,103.9230600980664,Yellow Box,10,Y
BEDOK NORTH STREET 3 BLOCK 544_YB,1.3305604798035502,103.9243775665939,Yellow Box,10,Y
BEDOK NORTH STREET 3 BLOCK 547_YB,1.3299065399815118,103.92495276669601,Yellow Box,10,Y
BEDOK NORTH STREET 3 BLOCK 554_YB,1.3328937161301124,103.92800130894597,Yellow Box,16,Y
BEDOK NORTH STREET 3 BLOCK 556_YB,1.3327126704420644,103.92268436012328,Yellow Box,10,Y
BEDOK RESERVOIR ROAD BLOCK 108_YB,1.3302553978144764,103.9092211383513,Yellow Box,16,Y
BEDOK RESERVOIR ROAD BLOCK 112,1.3297041896121706,103.91041227181191,Yellow Box,16,Y
BEDOK RESERVOIR ROAD BLOCK 122_YB,1.3319582876975449,103.9104014376194,Yellow Box,16,Y
BEDOK RESERVOIR ROAD BLOCK 133_YB,1.3322946616287996,103.91162574415492,Yellow Box,16,Y
BEDOK RESERVOIR ROAD BLOCK 140_YB,1.3347603353719075,103.91314809643552,Yellow Box,16,Y
BEDOK RESERVOIR ROAD BLOCK 145_YB,1.334232283550798,103.91197690006553,Yellow Box,16,Y
BEDOK RESERVOIR ROAD BLOCK 150_YB,1.3360238608076518,103.9124796316855,Yellow Box,16,Y
BEDOK RESERVOIR ROAD BLOCK 601_YB,1.329938474776743,103.91142356401623,Yellow Box,16,Y
BEDOK RESERVOIR ROAD BLOCK 606_YB,1.3315344006106102,103.91386184112122,Yellow Box,16,Y
BEDOK RESERVOIR ROAD BLOCK 616_YB,1.3318473040867205,103.91502784723956,Yellow Box,16,Y
BEDOK RESERVOIR ROAD BLOCK 617_YB,1.3330064451430639,103.91646983439253,Yellow Box,16,Y
BEDOK RESERVOIR ROAD BLOCK 620,1.334357629937844,103.9177755025248,HDB_RACKS,28,Y
BEDOK RESERVOIR ROAD BLOCK 629_YB,1.3342426282949507,103.91462630496764,Yellow Box,16,Y
BEDOK RESERVOIR ROAD BLOCK 631_1,1.3331953985155818,103.91556939906448,HDB_RACKS,3,Y
BEDOK RESERVOIR ROAD BLOCK 631_2,1.3334955476290338,103.9153988685883,HDB_RACKS,3,Y
BEDOK RESERVOIR ROAD BLOCK 637_YB,1.3309948838400203,103.90385628480925,Yellow Box,16,Y
BEDOK RESERVOIR ROAD BLOCK 644_YB,1.330714495568782,103.90537790123182,Yellow Box,16,Y
BEDOK RESERVOIR ROAD BLOCK 703_YB,1.3372384359473968,103.91955848987574,Yellow Box,10,Y
BEDOK RESERVOIR ROAD BLOCK 713_YB,1.3363490542979937,103.9224734535622,Yellow Box,10,Y
BEDOK RESERVOIR ROAD BLOCK 720_YB,1.335908249001398,103.92460203106363,Yellow Box,6,Y
BEDOK RESERVOIR ROAD BLOCK 747C_YB,1.3368484782022971,103.92190731472309,Yellow Box,16,Y
BEDOK RESERVOIR ROAD BLOCK 748A_YB,1.336514705945854,103.92100559768346,Yellow Box,10,Y
CHAI CHEE AVENUE BLOCK 30_YB,1.3246400207121236,103.92503612522079,Yellow Box,6,Y
CHAI CHEE AVENUE BLOCK 31_YB,1.3242028793698408,103.92461736651359,Yellow Box,6,Y
